PaymentID,OrderID,PaymentMethod,Amount,PaymentDate
4966,9992,Bank Transfer,66.27,2024-05-26
4967,9994,PayPal,2069.1,2025-08-17
4968,9997,Debit Card,71.01,2024-10-21
4969,9998,Bank Transfer,2274.6,2024-10-03
4970,9999,Bank Transfer,284.55,2024-12-11
4971,10000,PayPal,17.52,2024-10-10
4972,10003,Debit Card,720.96,2024-06-29
4973,10004,Debit Card,1770.0,2024-07-14
4974,10005,PayPal,395.1,2025-04-04
4975,10011,Debit Card,31.74,2025-01-04
4976,10013,Bank Transfer,2937.08,2024-10-17
4977,10014,PayPal,288.72,2024-05-14
4978,10015,Bank Transfer,948.04,2025-07-11
4979,10016,Credit Card,4269.06,2023-09-22
4980,10019,Debit Card,5.46,2025-03-15
4981,10021,Bank Transfer,789.8,2023-06-25
4982,10024,Credit Card,474.34,2024-11-04
4983,10025,Credit Card,37.05,2025-10-30
4984,10027,Bank Transfer,1214.4,2024-04-17
4985,10029,PayPal,564.76,2025-05-23
4986,10030,Bank Transfer,296.55,2024-12-23
4987,10031,Debit Card,29.4,2025-12-24
4988,10032,Bank Transfer,423.01,2024-01-30
4989,10034,Debit Card,645.44,2024-11-03
4990,10038,Credit Card,12.0,2024-12-16
4991,10039,Debit Card,674.31,2024-12-15
4992,10040,Credit Card,10768.77,2024-07-27
4993,10041,PayPal,1034.55,2025-05-01
4994,10042,Debit Card,124.56,2024-02-28
4995,10043,PayPal,351.6,2024-02-15
4996,10045,Bank Transfer,492.42,2024-10-28
4997,10049,Credit Card,753.16,2025-09-01
4998,10050,Debit Card,622.35,2025-02-25
4999,10052,Bank Transfer,246.21,2024-09-14
5000,10053,Bank Transfer,512.19,2024-12-17
5001,10054,Debit Card,12022.36,2025-05-25
5002,10063,Debit Card,159.67,2024-06-09
5003,10064,PayPal,484.08,2025-05-28
5004,10065,PayPal,96.33,2025-05-06
5005,10067,PayPal,163.6,2024-10-14
5006,10072,Credit Card,16.0,2023-11-05
5007,10073,PayPal,88.2,2024-04-11
5008,10074,Debit Card,422.86,2025-01-17
5009,10077,PayPal,22.29,2024-08-28
5010,10079,Bank Transfer,1896.08,2024-07-14
5011,10080,Bank Transfer,43.9,2023-12-26
5012,10081,Debit Card,524.96,2025-10-09
5013,10082,Debit Card,726.66,2024-08-13
5014,10084,PayPal,97.98,2025-02-28
5015,10085,Bank Transfer,3254.85,2023-09-12
5016,10090,Bank Transfer,365.4,2024-10-14
5017,10091,Debit Card,134.96,2025-02-03
5018,10093,Credit Card,207.45,2025-05-04
5019,10096,Debit Card,56.88,2025-03-20
5020,10097,Credit Card,350.96,2025-09-25
5021,10098,PayPal,3318.14,2025-12-05
5022,10099,Bank Transfer,474.34,2025-07-28
5023,10100,PayPal,198.81,2024-02-13
5024,10103,Bank Transfer,12432.21,2024-08-15
5025,10104,Bank Transfer,80.68,2024-10-11
5026,10105,Debit Card,65.4,2024-10-18
5027,10107,Debit Card,816.18,2025-11-25
5028,10109,Bank Transfer,484.3,2023-09-14
5029,10110,Bank Transfer,4786.12,2025-09-13
5030,10113,Bank Transfer,31.56,2024-06-14
5031,10115,Credit Card,191.58,2025-05-06
5032,10116,Debit Card,302.15,2025-02-26
5033,10119,Bank Transfer,101.22,2024-08-12
5034,10120,Bank Transfer,408.09,2025-03-23
5035,10121,Credit Card,1088.96,2025-02-12
5036,10122,Credit Card,137.64,2024-05-30
5037,10123,Bank Transfer,109.0,2025-09-20
5038,10124,Bank Transfer,91.92,2025-04-03
5039,10125,Credit Card,389.28,2025-12-08
5040,10126,Debit Card,297.54,2024-01-08
5041,10128,Bank Transfer,12.35,2025-10-01
5042,10132,Bank Transfer,270.75,2025-09-13
5043,10135,Credit Card,663.04,2025-05-24
5044,10137,Debit Card,43.8,2025-07-25
5045,10138,Credit Card,688.1,2023-12-27
5046,10141,Debit Card,716.7,2024-03-07
5047,10143,Bank Transfer,65.4,2024-11-11
5048,10144,Debit Card,723.3,2024-07-06
5049,10145,Debit Card,195.28,2026-02-13
5050,10147,Credit Card,233.56,2023-09-11
5051,10150,Bank Transfer,379.05,2024-11-11
5052,10152,PayPal,145.29,2025-03-22
5053,10166,Bank Transfer,9.54,2024-11-12
5054,10168,Bank Transfer,2588.46,2025-06-24
5055,10170,PayPal,649.6,2025-04-09
5056,10172,Credit Card,351.6,2023-07-20
5057,10174,Debit Card,95.22,2025-07-12
5058,10176,Credit Card,40.9,2025-03-03
5059,10177,Bank Transfer,583.32,2025-05-06
5060,10183,PayPal,31.36,2025-07-27
5061,10184,Bank Transfer,41.46,2024-01-22
5062,10186,Credit Card,5678.88,2024-07-11
5063,10187,Debit Card,78.48,2025-03-04
5064,10188,Bank Transfer,1799.1,2024-10-01
5065,10193,PayPal,263.7,2025-09-09
5066,10197,Debit Card,61.35,2024-11-17
5067,10198,Debit Card,7765.38,2023-09-20
5068,10199,Debit Card,1423.62,2025-05-23
5069,10206,Debit Card,434.9,2024-11-15
5070,10207,Bank Transfer,577.92,2024-06-25
5071,10210,Debit Card,908.9,2023-12-08
5072,10213,PayPal,22.09,2023-12-28
5073,10214,Bank Transfer,204.5,2024-04-29
5074,10215,Debit Card,91.2,2025-06-03
5075,10216,Credit Card,1039.36,2025-11-16
5076,10217,Debit Card,192.48,2025-02-02
5077,10218,Bank Transfer,1717.48,2024-12-05
5078,10220,Debit Card,125.1,2024-07-25
5079,10221,Debit Card,688.1,2025-08-24
5080,10222,Bank Transfer,253.92,2024-09-11
5081,10224,Bank Transfer,8008.56,2025-01-17
5082,10229,Credit Card,351.6,2023-11-18
5083,10230,PayPal,1898.16,2025-08-10
5084,10231,PayPal,143.57,2025-01-11
5085,10233,Bank Transfer,4196.07,2024-08-13
5086,10237,Bank Transfer,184.05,2025-04-26
5087,10238,PayPal,577.2,2024-12-01
5088,10240,PayPal,1744.16,2025-05-11
5089,10243,Bank Transfer,22.05,2025-03-19
5090,10244,Bank Transfer,135.84,2025-01-24
5091,10245,PayPal,97.07,2024-07-28
5092,10248,Bank Transfer,61.46,2024-09-17
5093,10251,Credit Card,3411.9,2025-06-21
5094,10252,Bank Transfer,528.03,2024-06-06
5095,10254,Credit Card,172.2,2025-05-04
5096,10255,Credit Card,422.86,2024-03-21
5097,10256,PayPal,396.72,2025-03-14
5098,10259,PayPal,767.25,2025-08-14
5099,10260,Bank Transfer,52.56,2025-02-17
5100,10263,Debit Card,52.56,2024-07-24
5101,10265,Credit Card,63.12,2024-11-04
5102,10266,PayPal,245.4,2026-02-14
5103,10267,Credit Card,46.62,2025-08-22
5104,10268,PayPal,132.3,2026-01-01
5105,10270,PayPal,941.45,2025-03-02
5106,10271,Debit Card,233.56,2024-09-18
5107,10274,Debit Card,68.82,2024-09-24
5108,10275,PayPal,3082.62,2023-07-20
5109,10276,Credit Card,11440.8,2023-09-09
5110,10279,PayPal,156.46,2025-09-27
5111,10280,Bank Transfer,7098.6,2025-03-09
5112,10284,PayPal,448.0,2025-07-26
5113,10285,Credit Card,947.76,2023-07-28
5114,10286,Credit Card,398.37,2023-07-19
5115,10287,Bank Transfer,487.8,2024-01-21
5116,10288,PayPal,132.3,2025-05-11
5117,10293,Debit Card,25.02,2025-05-23
5118,10295,Debit Card,165.12,2025-05-29
5119,10297,Credit Card,146.46,2024-11-03
5120,10298,PayPal,60.43,2025-06-05
5121,10300,Bank Transfer,302.15,2025-06-11
5122,10301,Debit Card,2040.1,2025-03-01
5123,10302,Debit Card,15.78,2025-08-12
5124,10305,Credit Card,132.54,2024-09-05
5125,10308,PayPal,436.04,2024-07-18
5126,10312,Debit Card,634.29,2024-10-27
5127,10314,Bank Transfer,8.76,2025-01-01
5128,10316,Debit Card,47.96,2025-04-19
5129,10317,Bank Transfer,138.3,2023-12-23
5130,10318,Credit Card,6.74,2025-08-15
5131,10319,PayPal,323.4,2025-03-13
5132,10321,Bank Transfer,239.44,2024-02-08
5133,10322,Debit Card,7098.6,2025-03-04
5134,10325,Debit Card,119.9,2024-07-24
5135,10327,PayPal,6208.5,2024-10-11
5136,10331,Debit Card,5982.65,2024-09-21
5137,10333,Bank Transfer,3792.16,2024-02-09
5138,10334,Debit Card,137.64,2024-08-12
5139,10335,Bank Transfer,11965.3,2024-10-20
5140,10341,Debit Card,168.7,2025-12-08
5141,10346,PayPal,663.04,2024-10-17
5142,10349,PayPal,328.32,2024-11-27
5143,10352,Debit Card,179.58,2024-10-19
5144,10353,Debit Card,366.84,2024-12-01
5145,10357,Debit Card,353.6,2025-05-16
5146,10358,Debit Card,944.88,2024-09-01
5147,10359,PayPal,4360.4,2025-07-15
5148,10360,Bank Transfer,224.5,2025-10-15
5149,10361,Bank Transfer,31.08,2025-04-23
5150,10363,Debit Card,122.05,2025-08-02
5151,10364,PayPal,3448.5,2025-01-12
5152,10365,Credit Card,102.9,2024-06-26
5153,10366,Credit Card,646.32,2025-10-22
5154,10370,Debit Card,1619.2,2024-09-02
5155,10377,Bank Transfer,1169.28,2024-05-21
5156,10378,Debit Card,1707.3,2024-09-18
5157,10379,PayPal,83.93,2025-10-26
5158,10380,PayPal,107.91,2024-05-01
5159,10381,Bank Transfer,118.68,2023-11-03
5160,10382,Credit Card,108.3,2025-10-23
5161,10383,Bank Transfer,176.72,2025-01-10
5162,10385,Bank Transfer,1897.36,2025-05-03
5163,10387,Bank Transfer,599.7,2024-10-16
5164,10388,Credit Card,281.3,2025-02-19
5165,10389,Credit Card,385.56,2025-12-28
5166,10390,Debit Card,1902.87,2024-08-10
5167,10391,Debit Card,734.27,2025-08-15
5168,10393,PayPal,4969.02,2023-10-19
5169,10394,Credit Card,984.84,2025-08-14
5170,10396,PayPal,312.92,2024-02-22
5171,10401,PayPal,949.08,2025-07-21
5172,10405,Debit Card,243.02,2025-01-24
5173,10406,Debit Card,3244.32,2025-10-15
5174,10407,PayPal,3264.16,2024-05-10
5175,10408,PayPal,20.02,2024-03-25
5176,10410,PayPal,775.9,2025-07-27
5177,10411,Credit Card,2581.56,2024-06-09
5178,10414,Bank Transfer,7744.68,2024-04-05
5179,10415,Bank Transfer,474.02,2025-02-07
5180,10418,Debit Card,41.44,2025-10-03
5181,10419,Credit Card,304.5,2025-10-01
5182,10424,PayPal,22.29,2026-02-27
5183,10426,Credit Card,3104.25,2024-05-04
5184,10428,Bank Transfer,5936.5,2025-03-02
5185,10429,Credit Card,296.55,2024-07-02
5186,10430,Bank Transfer,2069.1,2024-05-07
5187,10433,PayPal,151.44,2025-01-10
5188,10434,Bank Transfer,17511.93,2025-10-31
5189,10435,Bank Transfer,243.3,2025-05-11
5190,10436,Debit Card,441.8,2025-05-26
5191,10438,PayPal,386.82,2025-02-10
5192,10441,Bank Transfer,194.44,2024-12-04
5193,10442,Debit Card,1165.16,2025-04-30
5194,10449,Credit Card,689.7,2025-06-25
5195,10450,Bank Transfer,1506.32,2025-01-23
5196,10451,Bank Transfer,103.8,2024-10-04
5197,10452,Credit Card,111.15,2025-04-03
5198,10455,Credit Card,444.32,2024-02-10
5199,10456,Debit Card,735.36,2025-05-06
5200,10457,PayPal,3263.61,2024-12-13
5201,10458,Credit Card,184.05,2025-01-29
5202,10459,PayPal,54.6,2025-01-23
5203,10460,Credit Card,2021.1,2025-08-15
5204,10461,Credit Card,1808.25,2024-05-25
5205,10462,Bank Transfer,58.8,2024-07-30
5206,10463,PayPal,296.7,2023-09-01
5207,10464,PayPal,61.32,2024-08-08
5208,10466,Bank Transfer,192.95,2024-06-17
5209,10468,Debit Card,168.78,2025-08-06
5210,10469,Credit Card,341.46,2025-01-12
5211,10470,Credit Card,284.55,2024-02-02
5212,10473,Bank Transfer,269.37,2025-05-03
5213,10476,PayPal,287.37,2024-07-21
5214,10477,PayPal,8587.4,2025-03-03
5215,10478,Bank Transfer,467.12,2025-09-27
5216,10480,PayPal,419.13,2023-10-12
5217,10485,Debit Card,466.23,2025-05-12
5218,10486,Bank Transfer,385.56,2024-01-08
5219,10487,Credit Card,232.4,2023-11-22
5220,10488,Debit Card,320.1,2025-07-08
5221,10490,Bank Transfer,727.12,2025-05-08
5222,10492,Debit Card,85.96,2024-10-28
5223,10494,PayPal,704.07,2024-11-16
5224,10495,Bank Transfer,44.1,2025-09-01
5225,10497,Bank Transfer,1417.32,2025-06-04
5226,10498,Credit Card,491.5,2024-04-21
5227,10501,PayPal,121.8,2024-05-30
5228,10506,Bank Transfer,157.96,2025-12-17
5229,10508,Debit Card,116.2,2025-04-06
5230,10509,Debit Card,955.8,2026-03-24
5231,10512,Credit Card,7744.68,2023-10-24
5232,10513,Debit Card,2024.0,2025-10-05
5233,10514,Credit Card,688.1,2025-06-10
5234,10515,Credit Card,947.2,2025-10-08
5235,10517,Credit Card,96.74,2025-04-28
5236,10519,PayPal,1012.0,2024-11-27
5237,10520,PayPal,192.78,2025-05-11
5238,10522,Credit Card,192.85,2023-10-05
5239,10525,Bank Transfer,325.99,2024-08-05
5240,10526,PayPal,125.44,2025-01-21
5241,10527,Credit Card,214.32,2025-10-14
5242,10531,PayPal,3442.08,2024-12-24
5243,10535,Bank Transfer,256.64,2025-02-21
5244,10545,Bank Transfer,484.3,2024-05-19
5245,10546,PayPal,16.87,2024-08-13
5246,10547,Credit Card,290.5,2023-07-29
5247,10548,PayPal,1399.3,2025-02-24
5248,10550,Debit Card,1414.77,2023-08-21
5249,10551,PayPal,1332.96,2024-08-23
5250,10552,PayPal,15984.27,2025-06-01
5251,10553,Debit Card,7179.18,2025-03-27
5252,10557,PayPal,135.84,2025-07-20
5253,10558,Credit Card,14.7,2025-04-02
5254,10560,PayPal,231.54,2023-10-12
5255,10561,PayPal,4270.86,2025-02-03
5256,10565,PayPal,947.76,2024-10-20
5257,10566,Credit Card,87.2,2024-05-03
5258,10568,Credit Card,143.57,2025-04-18
5259,10571,Bank Transfer,608.86,2024-07-09
5260,10572,Credit Card,3616.5,2024-07-13
5261,10573,Bank Transfer,232.77,2025-03-21
5262,10576,Debit Card,243.02,2024-05-06
5263,10577,Debit Card,403.95,2024-12-16
5264,10578,PayPal,57.0,2025-07-20
5265,10579,PayPal,469.36,2024-12-14
5266,10584,Credit Card,1110.8,2024-08-07
5267,10585,Bank Transfer,138.2,2024-05-14
5268,10587,Credit Card,129.92,2023-06-24
5269,10588,PayPal,3432.24,2025-11-22
5270,10589,PayPal,183.84,2025-05-29
5271,10590,Bank Transfer,161.58,2024-12-31
5272,10591,PayPal,1802.4,2025-09-16
5273,10593,PayPal,142.88,2025-02-02
5274,10594,Credit Card,299.2,2024-06-22
5275,10595,Bank Transfer,1999.44,2026-01-07
5276,10598,Debit Card,836.15,2024-04-05
5277,10599,Debit Card,2655.0,2024-11-26
5278,10602,Bank Transfer,578.34,2024-11-11
5279,10604,PayPal,97.64,2025-05-17
5280,10606,Credit Card,44.58,2023-10-11
5281,10607,PayPal,825.6,2024-09-26
5282,10608,Credit Card,288.6,2025-09-28
5283,10612,Credit Card,124.38,2025-02-08
5284,10613,Bank Transfer,137.64,2025-04-26
5285,10614,PayPal,723.3,2025-03-18
5286,10615,PayPal,337.56,2024-05-10
5287,10616,Credit Card,809.6,2024-09-19
5288,10620,PayPal,113.82,2025-06-29
5289,10621,Bank Transfer,89.01,2025-06-19
5290,10622,Debit Card,224.0,2023-09-18
5291,10623,Bank Transfer,122.28,2025-03-14
5292,10624,PayPal,1477.26,2025-02-19
5293,10625,Debit Card,140.22,2024-08-21
5294,10627,Bank Transfer,184.59,2025-05-21
5295,10628,Debit Card,845.72,2025-01-22
5296,10629,Debit Card,757.76,2024-07-06
5297,10631,Debit Card,51.45,2024-10-04
5298,10632,Debit Card,1318.03,2025-09-07
5299,10636,Bank Transfer,1214.4,2025-01-29
5300,10637,Debit Card,286.74,2024-02-23
5301,10639,Credit Card,1219.5,2024-06-05
5302,10641,PayPal,29.4,2024-05-28
5303,10643,PayPal,10.0,2023-11-22
5304,10646,Debit Card,654.15,2024-03-08
5305,10648,Debit Card,4786.12,2025-05-22
5306,10651,Debit Card,122.7,2024-12-21
5307,10654,Debit Card,734.27,2026-01-23
5308,10655,Debit Card,3791.0,2024-07-27
5309,10657,Debit Card,597.25,2024-06-05
5310,10659,PayPal,3104.25,2024-08-10
5311,10661,Bank Transfer,467.25,2025-12-27
5312,10666,PayPal,78.84,2024-09-01
5313,10667,Bank Transfer,726.66,2024-03-26
5314,10668,Credit Card,524.96,2025-08-24
5315,10670,Credit Card,97.07,2025-10-29
5316,10671,Debit Card,1749.96,2024-05-26
5317,10672,Bank Transfer,3448.5,2024-11-23
5318,10675,PayPal,6869.92,2024-09-20
5319,10677,Bank Transfer,729.06,2025-01-29
5320,10678,Bank Transfer,149.65,2025-06-02
5321,10681,PayPal,1777.28,2025-01-10
5322,10682,Bank Transfer,474.48,2024-07-05
5323,10684,Bank Transfer,3672.18,2024-09-21
5324,10685,Credit Card,101.88,2024-09-18
5325,10687,Debit Card,191.16,2024-05-17
5326,10688,Debit Card,328.32,2025-10-06
5327,10692,Debit Card,64.02,2024-11-24
5328,10693,PayPal,205.29,2024-08-21
5329,10696,Credit Card,1790.91,2025-09-03
5330,10697,Bank Transfer,341.28,2025-07-29
5331,10700,Bank Transfer,410.69,2025-03-18
5332,10701,Debit Card,22.29,2025-06-12
5333,10702,PayPal,121.51,2023-09-02
5334,10705,Bank Transfer,3794.72,2024-08-03
5335,10706,Credit Card,91.24,2023-07-14
5336,10709,PayPal,11.4,2024-12-21
5337,10711,Bank Transfer,4302.6,2024-01-30
5338,10712,Credit Card,442.5,2023-12-28
5339,10713,PayPal,237.36,2025-06-09
5340,10720,Bank Transfer,198.99,2024-11-10
5341,10725,Bank Transfer,24.7,2025-02-25
5342,10730,Debit Card,941.57,2024-04-02
5343,10731,Debit Card,299.2,2024-03-18
5344,10733,Bank Transfer,607.2,2025-05-01
5345,10734,Debit Card,325.99,2024-10-09
5346,10736,Debit Card,128.94,2023-10-11
5347,10738,PayPal,404.8,2025-02-22
5348,10739,PayPal,19457.7,2024-11-27
5349,10740,Debit Card,512.19,2025-08-01
5350,10743,PayPal,47.04,2024-05-19
5351,10746,Debit Card,281.3,2025-10-17
5352,10747,Debit Card,186.9,2024-07-18
5353,10748,Bank Transfer,205.29,2024-03-20
5354,10752,PayPal,324.9,2025-09-30
5355,10753,Bank Transfer,4259.16,2023-07-01
5356,10754,PayPal,1749.96,2025-04-26
5357,10755,PayPal,126.96,2026-01-24
5358,10758,PayPal,182.7,2024-12-22
5359,10760,PayPal,495.36,2024-01-26
5360,10763,Credit Card,299.3,2025-03-25
5361,10764,PayPal,932.46,2025-08-15
5362,10765,PayPal,270.13,2025-04-22
5363,10766,PayPal,15.72,2025-01-19
5364,10767,Credit Card,281.3,2025-11-14
5365,10770,Debit Card,176.8,2024-11-19
5366,10774,PayPal,512.19,2024-09-18
5367,10776,Debit Card,272.67,2025-05-24
5368,10777,Debit Card,299.3,2023-08-30
5369,10782,PayPal,330.24,2024-11-19
5370,10790,Debit Card,270.75,2024-12-17
5371,10792,Debit Card,1724.25,2024-09-04
5372,10794,Bank Transfer,60.66,2026-01-01
5373,10796,Debit Card,879.78,2024-12-06
5374,10797,Bank Transfer,5982.65,2025-03-24
5375,10798,Bank Transfer,26.96,2025-03-16
5376,10800,Credit Card,387.44,2024-06-12
5377,10801,Debit Card,195.96,2025-10-26
5378,10802,PayPal,109.0,2025-12-10
5379,10803,Debit Card,450.08,2025-10-20
5380,10804,Credit Card,40.04,2023-06-24
5381,10805,Credit Card,71.01,2025-08-09
5382,10806,Debit Card,403.4,2025-04-08
5383,10809,PayPal,236.25,2026-03-05
5384,10811,Bank Transfer,391.15,2025-04-21
5385,10812,PayPal,408.09,2025-05-21
5386,10813,PayPal,232.85,2025-06-17
5387,10814,Credit Card,58.8,2023-12-20
5388,10815,PayPal,256.64,2024-01-23
5389,10816,Credit Card,388.28,2024-03-16
5390,10818,PayPal,1057.15,2025-04-29
5391,10819,Credit Card,113.82,2025-09-21
5392,10822,Credit Card,75.06,2024-05-15
5393,10824,Credit Card,109.76,2024-06-11
5394,10825,Credit Card,1770.16,2026-01-04
5395,10828,Credit Card,4360.4,2025-02-03
5396,10829,Bank Transfer,2374.6,2025-05-16
5397,10831,PayPal,17760.3,2024-07-28
5398,10832,Credit Card,84.35,2024-09-05
5399,10836,Debit Card,2581.56,2025-06-30
5400,10837,PayPal,32.01,2025-12-09
5401,10839,Credit Card,50.61,2025-05-24
5402,10841,Credit Card,178.32,2023-09-01
5403,10842,Bank Transfer,53.92,2025-05-21
5404,10843,Credit Card,1319.67,2024-03-02
5405,10847,PayPal,426.45,2025-10-03
5406,10848,Bank Transfer,194.14,2024-10-03
5407,10850,Debit Card,877.4,2025-07-16
5408,10851,Bank Transfer,18.0,2025-05-18
5409,10855,Debit Card,495.9,2024-05-21
5410,10856,PayPal,455.04,2024-10-14
5411,10857,Credit Card,873.87,2025-12-23
5412,10858,PayPal,47.18,2025-04-20
5413,10860,Credit Card,487.8,2024-06-18
5414,10861,Bank Transfer,423.01,2024-01-09
5415,10864,PayPal,275.28,2024-06-26
5416,10865,PayPal,1263.68,2023-12-25
5417,10866,Credit Card,465.54,2025-08-29
5418,10874,Credit Card,157.48,2024-12-06
5419,10875,PayPal,288.72,2024-12-08
5420,10878,PayPal,163.6,2026-01-15
5421,10880,Debit Card,51.8,2024-06-20
5422,10882,Credit Card,29.67,2026-02-02
5423,10883,Bank Transfer,2372.7,2024-03-05
5424,10887,Credit Card,1707.3,2025-05-22
5425,10890,Debit Card,1749.96,2024-10-17
5426,10891,Credit Card,218.0,2025-10-24
5427,10893,Bank Transfer,227.52,2024-04-09
5428,10894,Debit Card,59.34,2024-08-22
5429,10898,Bank Transfer,764.64,2024-03-07
5430,10899,PayPal,118.09,2023-11-19
5431,10900,Bank Transfer,455.04,2023-12-01
5432,10904,Debit Card,230.23,2025-12-11
5433,10909,PayPal,669.06,2024-07-18
5434,10910,Debit Card,11965.3,2025-02-17
5435,10912,Credit Card,96.3,2024-12-19
5436,10915,Debit Card,441.8,2024-07-05
5437,10917,Debit Card,341.28,2024-04-07
5438,10919,Debit Card,224.07,2025-12-15
5439,10921,Debit Card,170.58,2025-01-28
5440,10926,Bank Transfer,860.52,2023-10-18
5441,10929,Bank Transfer,4966.8,2025-06-26
5442,10930,Credit Card,323.4,2024-06-29
5443,10932,Credit Card,544.48,2025-05-01
5444,10933,Debit Card,130.8,2025-08-31
5445,10935,Debit Card,2129.58,2024-10-30
5446,10944,PayPal,272.24,2024-01-18
5447,10946,Debit Card,272.67,2024-10-29
5448,10949,Bank Transfer,70.08,2024-04-27
5449,10950,Debit Card,789.66,2024-11-26
5450,10953,Debit Card,31.44,2025-08-22
5451,10956,Debit Card,271.68,2026-01-09
5452,10959,Bank Transfer,1027.54,2024-08-09
5453,10960,Bank Transfer,865.8,2024-10-16
5454,10961,Bank Transfer,387.04,2026-02-13
5455,10962,PayPal,872.08,2024-10-25
5456,10963,Debit Card,183.84,2024-03-30
5457,10964,Debit Card,125.76,2025-01-13
5458,10965,PayPal,191.58,2024-12-05
5459,10966,Debit Card,164.16,2023-09-23
5460,10967,Debit Card,721.84,2024-01-31
5461,10969,Bank Transfer,97.98,2025-03-07
5462,10970,Debit Card,287.37,2026-01-07
5463,10972,PayPal,388.88,2024-10-19
5464,10973,Debit Card,467.12,2023-10-24
5465,10977,Bank Transfer,395.1,2025-02-15
5466,10979,Bank Transfer,77.59,2025-04-05
5467,10980,Debit Card,643.44,2024-12-03
5468,10981,Credit Card,873.87,2024-12-11
5469,10982,Bank Transfer,1999.0,2025-07-08
5470,10983,Debit Card,1224.27,2023-10-17
5471,10985,PayPal,387.44,2024-04-11
5472,10986,PayPal,20.45,2024-01-04
5473,10988,Credit Card,387.04,2026-02-13
5474,10990,Bank Transfer,64.2,2024-12-26
5475,10992,Bank Transfer,1051.02,2025-02-04
5476,10993,Bank Transfer,143.57,2023-12-24
5477,10994,Credit Card,131.25,2024-12-11
5478,10995,PayPal,8.76,2024-04-20
5479,10998,Bank Transfer,1616.88,2025-02-23
5480,10999,Bank Transfer,4.0,2025-08-30
5481,11006,Credit Card,263.22,2024-03-06
5482,11010,Bank Transfer,22.45,2025-12-08
5483,11012,Credit Card,339.6,2025-08-04
5484,11013,Bank Transfer,29.93,2025-05-31
5485,11014,PayPal,175.48,2024-07-07
5486,11015,Credit Card,216.6,2025-03-15
5487,11017,Bank Transfer,419.13,2023-08-16
5488,11020,Credit Card,341.16,2024-07-01
5489,11022,Credit Card,2523.36,2024-10-01
5490,11023,PayPal,1591.92,2025-09-25
5491,11024,Bank Transfer,263.22,2025-05-23
5492,11026,PayPal,812.07,2025-07-29
5493,11033,Debit Card,92.19,2024-02-18
5494,11034,PayPal,1224.06,2024-12-05
5495,11035,Debit Card,355.86,2025-01-30
5496,11037,Bank Transfer,40.04,2025-03-14
5497,11038,Credit Card,734.27,2024-10-01
5498,11039,Credit Card,13.82,2024-02-01
5499,11040,Debit Card,994.95,2026-01-30
5500,11041,Bank Transfer,87.74,2025-05-15
5501,11043,Bank Transfer,279.42,2025-07-16
5502,11044,Debit Card,7342.7,2024-03-27
5503,11047,Credit Card,220.9,2025-05-10
5504,11049,Credit Card,735.36,2025-02-16
5505,11051,PayPal,1456.45,2024-06-16
5506,11054,Credit Card,353.44,2024-11-25
5507,11056,PayPal,125.1,2025-02-19
5508,11057,Credit Card,5956.74,2026-03-11
5509,11058,Credit Card,3796.32,2023-11-04
5510,11060,Bank Transfer,1417.32,2025-03-08
5511,11063,Bank Transfer,731.7,2025-10-14
5512,11065,Debit Card,219.75,2026-04-20
5513,11071,PayPal,1776.03,2024-05-16
5514,11072,Debit Card,179.2,2025-09-29
5515,11074,PayPal,818.01,2025-08-06
5516,11075,Credit Card,227.16,2024-05-26
5517,11076,PayPal,3891.54,2025-05-07
5518,11079,Credit Card,2413.95,2025-08-10
5519,11081,Credit Card,629.92,2023-09-24
5520,11082,Credit Card,733.15,2024-09-27
5521,11083,Credit Card,82.92,2024-09-04
5522,11084,Bank Transfer,67.48,2025-04-13
5523,11090,PayPal,246.21,2024-06-12
5524,11091,PayPal,78.75,2024-04-19
5525,11093,PayPal,307.3,2025-01-29
5526,11095,Credit Card,358.4,2024-09-14
5527,11096,Debit Card,112.52,2023-12-06
5528,11098,Credit Card,328.9,2024-08-07
5529,11102,Debit Card,45.6,2025-09-05
5530,11103,Credit Card,680.6,2025-03-10
5531,11105,Bank Transfer,789.8,2024-06-24
5532,11108,Credit Card,481.65,2024-03-22
5533,11109,Debit Card,827.28,2025-08-17
5534,11114,Credit Card,42.98,2023-11-12
5535,11115,Bank Transfer,31.36,2025-04-25
5536,11116,Debit Card,302.88,2026-04-04
5537,11117,Debit Card,236.25,2024-01-18
5538,11118,PayPal,205.29,2025-01-27
5539,11120,PayPal,56.26,2025-03-24
5540,11125,Debit Card,3954.04,2025-08-05
5541,11128,Credit Card,122.7,2024-11-04
5542,11129,Bank Transfer,48.38,2025-10-09
5543,11131,Bank Transfer,134.7,2024-06-07
5544,11132,Credit Card,2568.85,2024-09-29
5545,11134,Debit Card,8628.2,2024-01-02
5546,11135,Bank Transfer,60.66,2024-11-28
5547,11137,Bank Transfer,192.78,2025-05-21
5548,11140,Credit Card,560.7,2024-01-28
5549,11142,Credit Card,367.68,2024-07-27
5550,11146,Debit Card,948.68,2025-04-02
5551,11148,Bank Transfer,245.84,2024-03-26
5552,11149,Debit Card,77.18,2025-09-19
5553,11150,Bank Transfer,322.96,2025-03-29
5554,11152,Credit Card,224.5,2024-03-23
5555,11154,Credit Card,398.37,2024-04-10
5556,11156,Debit Card,15.68,2025-03-22
5557,11161,PayPal,747.6,2025-04-17
5558,11165,PayPal,872.08,2025-05-19
5559,11166,PayPal,58.8,2023-10-26
