ShipmentID,OrderID,ShipmentDate,Carrier,TrackingNumber
13409,13409,2024-05-24,FedEx,504b1ddf-556c-4f78-bc0c-827440f33d0b
13410,13410,2023-12-19,UPS,cbb96e49-2e12-48a0-aeb9-771f5b1fa70d
13411,13411,2024-03-02,USPS,840805a9-eba6-45eb-960b-ab8601e036c6
13412,13412,2023-12-12,FedEx,6b21c045-0c9e-4b93-8551-a7e7b56497e9
13413,13413,2024-06-25,USPS,cbbbfc23-3989-440a-83e3-700087d7e512
13414,13414,2025-03-09,FedEx,88141d23-bc8f-4ecb-9e62-80ad2d84d11b
13415,13415,2024-09-28,USPS,731be178-5cc1-4431-82b7-1d81e151a27a
13416,13416,2025-03-24,FedEx,5a3b841a-a928-4e1a-aefe-b3db490429c2
13417,13417,2024-12-24,UPS,d2a2578f-e70f-47ff-b8a3-b8774b9cb834
13418,13418,2023-12-31,USPS,757af231-59a5-4ad3-8783-2467bbfc2397
13419,13419,2024-05-09,FedEx,bcb24d7e-8a5c-4438-b7af-24aedb77e103
13420,13420,2024-12-01,UPS,fa5e5f92-d4b0-4861-aeb0-cc4b52d7e9fa
13421,13421,2025-03-31,DHL,a3c4c06c-b0cd-49b0-aaa4-475806b77444
13422,13422,2025-05-16,FedEx,541ed18e-a816-40fb-959b-2af042a08a50
13423,13423,2025-02-05,DHL,948e61aa-89ec-4123-845f-5344532e84e8
13424,13424,2024-10-14,DHL,f35fe8f3-a9c8-4670-83cb-51bcba8e35c2
13425,13425,2025-03-17,FedEx,875b19c6-1af0-4633-87d6-6bbc6b1d0653
13426,13426,2025-05-25,DHL,e96085af-ec44-47de-a89e-6f20c8588323
13427,13427,2023-10-20,DHL,a68d5647-2837-4840-90ec-57454da23e01
13428,13428,2025-01-21,UPS,36e07991-bd8d-4b38-b0fe-032974a5272e
13429,13429,2023-11-26,UPS,9acc4c1b-9a99-4de6-9e86-bf5779e89900
13430,13430,2025-05-21,FedEx,86e6eba2-63a3-44ac-9aba-93f8ffd96942
13431,13431,2024-11-12,FedEx,f8d79d37-e41c-4fab-a96e-7de288e0a7ed
13432,13432,2024-08-20,DHL,c4406c84-27c0-4751-92c9-f1a5cd73585a
13433,13433,2024-01-05,DHL,f65b4cd3-2005-432c-ac62-72e1784341ae
13434,13434,2025-01-15,USPS,0a2fa646-9949-499d-94e1-391459dc4d0d
13435,13435,2024-11-12,FedEx,b4744735-64a7-4013-9a5d-6c6df1e8f05c
13436,13436,2024-03-27,DHL,44ba01d7-9994-49ba-8454-52581d4c81b6
13437,13437,2024-06-05,USPS,f1efa602-8925-4bfa-8b0e-cdc33e7e74a6
13438,13438,2023-06-28,USPS,492ca7bf-2f08-4f49-a5f7-54384b87c9f5
13439,13439,2024-04-13,FedEx,a6d86324-e1f4-4ee8-b846-2df8eb1794d5
13440,13440,2024-07-02,USPS,e8e77aa9-167d-4879-910f-02a48ccaff2c
13441,13441,2024-04-23,USPS,89996358-b35b-4c4e-97d2-93747d021c2c
13442,13442,2024-05-10,FedEx,d3bdb031-3816-4011-a4b6-af158e220783
13443,13443,2024-12-15,USPS,80bef438-819d-494e-b0ac-3e3f362b42c8
13444,13444,2024-08-07,UPS,e2be6839-c289-46a5-8452-4ff591da651e
13445,13445,2025-04-14,FedEx,ad2f9e9c-8573-4bab-b671-a5baf8c621bc
13446,13446,2024-05-06,FedEx,12b99c47-4b64-4bc0-9dbd-48a7a444f223
13447,13447,2025-05-11,FedEx,fdeefb71-6771-4cd4-bd6a-38d77e15fb6a
13448,13448,2024-02-13,UPS,5fd0f98f-ea7c-4bdd-aeb8-6147e8566acb
13449,13449,2023-08-18,USPS,a930ff0c-d261-4a41-bdaa-d3eb5ed17295
13450,13450,2025-04-27,USPS,6883b7d2-5758-4bc4-ae8d-34b227509cc3
13451,13451,2023-06-07,DHL,288167a7-bf37-475e-b7e4-b4bd93bbb144
13452,13452,2024-04-13,FedEx,85930c20-26aa-4518-8ae2-4019fa17e4df
13453,13453,2024-03-22,UPS,7af3b9ea-d10a-4834-865d-f5c6fc990817
13454,13454,2023-12-14,UPS,d3e81eac-ea31-484d-bce3-8a2523108cd1
13455,13455,2024-04-03,UPS,9f5556e0-1407-4e1a-872d-e8d9fcd76da5
13456,13456,2024-06-04,FedEx,4b98dbad-32eb-465d-9ed1-49f9eb0105a8
13457,13457,2025-03-15,DHL,1f25f9a1-c4e2-4e48-8331-8e0a8c823d7c
13458,13458,2025-03-20,DHL,52ba2b53-ab32-4f15-ab3f-8e49e381790d
13459,13459,2024-06-03,DHL,a3f63fd5-66d5-4713-9a3f-c83c8f05bb06
13460,13460,2023-10-18,FedEx,c89fd835-d7a6-4a73-bfdb-ab85c687d993
13461,13461,2023-11-17,FedEx,3992b830-63ea-4b37-97b8-9b2492d7835c
13462,13462,2024-02-12,DHL,464b6e3e-6635-4783-bd45-80a49b8b6022
13463,13463,2024-10-20,DHL,48e4e282-bbd9-49f1-93ab-dcbcac523b91
13464,13464,2025-05-21,FedEx,e8c9d934-bfc2-495f-bffd-a556b8517188
13465,13465,2023-11-12,USPS,7d8f854c-9cd3-4a71-9ee1-8df0207e6673
13466,13466,2024-11-07,FedEx,4828355c-573c-4d6c-9205-22b242c47fa3
13467,13467,2023-06-10,FedEx,1b093c29-b64c-4c27-9701-53cea4eea71f
13468,13468,2023-09-26,UPS,cfa81529-079a-4d64-85d7-ec65d516ebf1
13469,13469,2023-08-11,USPS,b7f25856-2f6d-45fe-855e-90ae4c8c61a3
13470,13470,2023-05-30,FedEx,76acc372-ed23-4c48-9f86-4b0124f94194
13471,13471,2023-08-05,UPS,c1e25fd7-310d-4e65-9b53-279dcdc05d98
13472,13472,2024-08-28,UPS,771eef48-ac03-44ac-b40b-9adec4aceb42
13473,13473,2024-07-12,USPS,2c866242-5fdd-4264-80fd-1d1c56dd80e1
13474,13474,2025-05-17,DHL,f899d817-fa5a-40fb-ad35-5604b0af4a2a
13475,13475,2024-01-04,USPS,9c678ccc-0a22-43ad-bd22-ff60a1260361
13476,13476,2023-06-01,UPS,6931d338-0729-408b-8692-c4e0cb30dae0
13477,13477,2025-01-10,USPS,cbfe43d1-819c-4c44-9d05-e4f867cf958a
13478,13478,2023-07-26,FedEx,4e26bb6b-7990-4d72-9c57-2634a550f772
13479,13479,2023-10-09,FedEx,f53df2b5-8e45-43a7-bffe-d6f5e5e20c54
13480,13480,2025-03-16,UPS,8d0a31c6-33d7-4a21-a6cb-eddb3e3d0bf9
13481,13481,2024-11-26,UPS,31837716-753c-45fc-8171-83bc79a22961
13482,13482,2023-08-28,FedEx,fff64b21-934a-4e03-90c4-c863bf9203e3
13483,13483,2024-01-23,USPS,5632e9df-4e1b-4a84-832f-c1856bc09a3e
13484,13484,2024-08-04,USPS,1bc65b0a-ca46-4ccd-bc4c-7e0cbbbf6408
13485,13485,2025-05-01,FedEx,87d5cb26-0a4f-44e3-8915-44268da6b093
13486,13486,2025-04-24,UPS,fb311661-fd5c-4edb-810c-b05d2687ba80
13487,13487,2024-12-10,FedEx,3e1cc0a1-518f-4f6d-9ca0-4a9745af6a0e
13488,13488,2024-12-13,USPS,1e7d9d1b-380d-4d31-b023-4ca4b77ddf75
13489,13489,2023-07-15,USPS,7ee658f4-3863-4d85-a66d-8c1a4265c63a
13490,13490,2025-03-17,DHL,2bf3d3d7-25aa-497b-85ac-8363e01c676c
13491,13491,2024-07-20,FedEx,04bc749d-57bf-4051-bf68-b35471a3e879
13492,13492,2024-08-27,FedEx,3118c62d-ac42-41ab-95a9-72780c31394b
13493,13493,2024-01-15,USPS,a672d5ad-bc44-4830-99ad-b8873912b85e
13494,13494,2024-02-28,USPS,cf4dd38a-096a-4dfd-8f39-c38354099875
13495,13495,2025-01-29,DHL,5c47695c-e4b2-4eb7-b5e4-3befb66843e7
13496,13496,2023-07-12,USPS,5e6f7476-1508-48ae-a82f-c3c7b0254401
13497,13497,2024-12-19,USPS,e6fd85d8-891a-4a39-a419-3dbe9cdaf2d9
13498,13498,2023-07-21,USPS,cd1b8091-201a-4466-b02a-4117dd380cbc
13499,13499,2023-07-17,FedEx,797052fb-86f1-4acf-ae5d-3518e8c02d26
13500,13500,2024-01-10,FedEx,e43d178e-ba37-4d11-abdd-dfed2697d0dc
13501,13501,2024-03-05,FedEx,780744b5-708b-4df8-bdf7-b817a130340e
13502,13502,2023-08-08,USPS,f81fc57c-bf6e-49b3-b6ad-c7e2b7e61487
13503,13503,2024-11-06,FedEx,84dd6c51-969a-44b5-8706-75581a82c4c2
13504,13504,2024-04-15,DHL,5f0342a6-dd75-4087-a544-6300aecdf65e
13505,13505,2024-09-06,UPS,92747030-c0bc-4f78-940c-0cb90f9db460
13506,13506,2024-05-27,USPS,ad56649f-50ea-420a-9fb2-8a4e1d3f2add
13507,13507,2024-05-25,USPS,28db9f2c-939c-4328-b087-ab85f29ac9ab
13508,13508,2025-03-11,UPS,77639c4e-fcdf-45ee-ab26-7105b4302039
13509,13509,2024-06-11,FedEx,70dda531-f872-487a-a1a2-d886231b27b7
13510,13510,2025-05-18,USPS,0cfee720-841a-4c11-830c-7d9ecb6cbcaa
13511,13511,2025-04-07,DHL,35b3ea85-b3fb-4e5d-8565-d2f6bc4f77e4
13512,13512,2025-04-27,DHL,eda749dd-276a-4291-bb36-f7c3e4654188
13513,13513,2025-02-06,FedEx,a45c48a3-d20c-4241-81ae-503bf00e77bc
13514,13514,2024-12-27,UPS,6a54ae86-4255-40b9-95d5-67dbb502ef2b
13515,13515,2023-06-20,UPS,dad98e8f-2404-49e9-81bc-5f179531e0d3
13516,13516,2024-12-15,USPS,f3d5ede7-d142-4970-92d2-0041e847d558
13517,13517,2024-09-12,USPS,4e6059e2-f3ff-48c5-aaec-1d816ba9be17
13518,13518,2024-08-23,FedEx,ea43b9f2-f2c8-4120-8dd8-1ff0d60b1106
13519,13519,2024-07-13,FedEx,9a91dad8-44ec-42ae-b358-1ed65c935b22
13520,13520,2024-11-09,DHL,714d8f6b-dd96-494c-84cf-298322f18f0a
13521,13521,2024-04-27,USPS,c1523d54-9b0e-49d0-b413-d04813f17dca
13522,13522,2023-09-15,DHL,c1e59b42-e416-45a2-8171-1a0922d9208b
13523,13523,2025-05-01,DHL,e1f59a32-acfc-4618-a55d-f64d50a09d1c
13524,13524,2023-10-30,DHL,6cff0b45-ee98-4264-849a-d4b1b46a14e6
13525,13525,2024-01-11,USPS,21c342ca-dee5-4976-b783-6921ca684eac
13526,13526,2025-03-13,UPS,074e7102-54cb-4d3d-bc94-7a04401c514b
13527,13527,2024-07-16,FedEx,b061d440-f1a7-49d7-b244-88b8669a5b34
13528,13528,2023-12-03,DHL,e53a203d-a0b8-4b1e-a489-59f7fdcdbe50
13529,13529,2025-03-25,UPS,40b47345-5707-43f7-8681-1d0e3326eca5
13530,13530,2024-10-05,USPS,856be35f-61d5-43c7-a5a1-6ede153f8fcd
13531,13531,2024-04-29,DHL,9e6df805-f410-4a24-8212-96395239dd15
13532,13532,2024-10-21,UPS,b24fdab1-af3e-4932-8321-ae0b2ff73714
13533,13533,2025-03-09,FedEx,3388e90f-913f-4362-af4d-bba31d707d29
13534,13534,2025-01-17,USPS,d6504218-7384-4d13-9901-fa7679a8af37
13535,13535,2023-09-02,FedEx,830f6e28-cc08-4d14-a908-7c66d362a59e
13536,13536,2023-11-30,DHL,8ddcb990-c2b8-4e6e-a472-fe626ef2e72a
13537,13537,2024-01-17,DHL,3a940744-05c9-4bdd-9dbd-0bf260190281
13538,13538,2025-01-19,USPS,e906ee3f-cdf5-4451-af5d-8f12e83dc123
13539,13539,2024-05-07,UPS,97fa1471-aced-4644-b07e-392025665a9a
13540,13540,2025-02-11,UPS,32352441-f8df-4b07-b977-d4c01bd67be6
13541,13541,2023-11-04,DHL,a8a46d18-5f07-4d0e-94d1-0388f6278557
13542,13542,2023-12-03,DHL,f0ca8393-dd55-460f-8dac-68eb3179276f
13543,13543,2023-10-02,FedEx,6659a210-a32b-47e4-a92f-6b972d164683
13544,13544,2024-03-12,UPS,2de47abe-2333-402b-b6c0-8155e5b96c20
13545,13545,2024-07-12,USPS,3e31c269-95a5-4e5b-b46c-e0fa7dded314
13546,13546,2024-08-26,UPS,6b8a2d6d-42d3-491f-8dab-edc64fc7cb0e
13547,13547,2023-11-26,UPS,6513d58c-e94d-4f43-af82-9594b53dcebb
13548,13548,2023-11-24,FedEx,a1b0f83b-aa74-48d2-8dce-72612d13af60
13549,13549,2024-07-20,USPS,1625387f-f3dc-4710-b2c4-c8aacac39bcb
13550,13550,2025-02-11,UPS,f039189b-7b29-403b-9a18-b774dd563298
13551,13551,2023-11-06,FedEx,a38f86e5-f987-41f8-8cd0-3824d8f9fbdc
13552,13552,2023-06-03,UPS,b86ed956-6706-4d37-8146-d423fc67eb89
13553,13553,2024-12-09,UPS,6de312df-f580-477e-b813-6da435dfeb87
13554,13554,2023-06-16,DHL,33364ef6-b7f1-406e-be07-bba91972ca7f
13555,13555,2024-05-27,UPS,6005da17-c006-4a73-ba6b-ae220fc1febe
13556,13556,2024-09-01,USPS,61e29b6b-cc16-4ce4-89f6-e784e16e42c7
13557,13557,2023-08-22,USPS,4f4d75cb-a1d5-41d9-b686-8a2caa1f048c
13558,13558,2024-01-17,FedEx,ad7107b8-c981-464c-862c-d40efa398f1c
13559,13559,2024-10-15,FedEx,d7f617b5-0832-4f1c-8bb4-72c4b17c70ff
13560,13560,2025-01-15,DHL,4c16beb4-5917-474f-ae14-6bf8d1a59446
13561,13561,2025-04-06,USPS,b931677a-efa7-4f47-81d5-72e4810fbc4f
13562,13562,2024-09-22,UPS,6b5e0bac-22d8-49b5-b773-57adb711be53
13563,13563,2025-03-28,FedEx,45ae6e4a-8d42-4459-b800-9d66e97bcda6
13564,13564,2024-12-03,DHL,c99d3ab2-a650-4322-829a-cbfd6bba0e78
13565,13565,2024-07-02,USPS,ed61626d-f099-431a-9c96-35875cfd8964
13566,13566,2024-01-29,DHL,405db30e-2a43-45b4-9bba-89cc25f2515d
13567,13567,2023-06-26,USPS,ce77c72c-9f85-4c76-9e93-a00ce7832708
13568,13568,2024-09-24,USPS,b4b32fd8-caaf-4a1f-be95-8e39840ee1ef
13569,13569,2025-02-22,FedEx,5ef4ca42-2d6c-4d7d-b0ce-f8bd93d68d8c
13570,13570,2023-09-08,FedEx,c9f44f0a-b96e-475b-8ad8-adc0f2a99177
13571,13571,2023-08-28,DHL,718fa1da-573a-4dbc-9452-6ddaa0611b0a
13572,13572,2023-08-08,USPS,83472ba5-7a7f-4868-b324-5230eef516c6
13573,13573,2025-03-01,UPS,c5c81388-ffe0-4f00-835c-4f492bc74fcd
13574,13574,2024-09-17,DHL,f37e4a77-7ede-4423-861b-6a34cb1e0784
13575,13575,2023-09-01,DHL,43c8f02e-8083-47cb-bbc3-75a2b6ace92d
13576,13576,2023-10-27,USPS,89b82b02-d612-44cc-aadd-be9bdc4d6b64
13577,13577,2023-08-08,UPS,175f32d5-46f2-448f-ae0b-07425517d323
13578,13578,2024-10-24,UPS,d67d613f-9440-477d-8082-0d182c7919c0
13579,13579,2025-04-14,USPS,5cf68402-4e70-4141-b214-d24e150a12d2
13580,13580,2024-12-14,FedEx,79c4ae79-f851-4f65-943f-0b437f862c7c
13581,13581,2023-10-15,FedEx,3505a12c-d841-4166-b52b-0a338acdec58
13582,13582,2025-04-22,FedEx,ddca3679-ad1c-4faa-b033-3f04c37cbdaf
13583,13583,2024-09-28,USPS,f73ae2ae-6c24-42a7-811f-db43f0b91e36
13584,13584,2024-10-09,UPS,dddc91c8-c286-4fd3-ab41-b1d3f2581d69
13585,13585,2024-04-04,DHL,21e56994-4bc7-4c14-b78a-764c2513bdf3
13586,13586,2025-05-20,FedEx,74138135-02bb-4bd4-bb28-5c7233c039d3
13587,13587,2025-03-15,UPS,fc847bfb-265a-49b0-970c-f6d40d1de913
13588,13588,2024-07-23,USPS,c0ef170a-f7f5-484d-99b3-59da4dad17fd
13589,13589,2024-10-02,DHL,54c57ddc-22d0-4a7a-8375-9c0f8bfc7acd
13590,13590,2023-09-27,FedEx,6c71c803-b8e5-4dce-a3d3-dbeff43db6c5
13591,13591,2024-05-30,USPS,3a2107de-8786-4434-a3f1-43afacdab566
13592,13592,2023-11-10,UPS,235bf910-f4ea-4dfb-86ee-4b9c1e369a58
13593,13593,2023-12-25,UPS,6dd8441d-5939-4f85-b76a-b67aefd708b2
13594,13594,2024-07-15,DHL,dcbb2a2b-1878-41d5-b4d2-7b857c13457a
13595,13595,2023-08-15,UPS,04d64b37-8945-43b0-a783-0c09001aefe3
13596,13596,2024-03-20,USPS,2029b776-8d13-4720-a065-acac7b8e7d74
13597,13597,2024-03-08,USPS,7ad70783-0526-400d-8021-1e47e5c7b172
13598,13598,2024-12-19,DHL,abfcfcb6-2c6d-4a61-95f2-8ac520ec618a
13599,13599,2023-06-03,USPS,0712ab1f-b602-47e4-b259-b3b9d6b3212e
13600,13600,2023-07-17,USPS,984e5188-76cb-4091-9bdf-6237c95bce1d
13601,13601,2023-09-06,DHL,cf610d7d-3231-490c-bfe2-96543c475eb6
13602,13602,2023-10-21,FedEx,51a06d01-3ea2-4f6f-b78f-c173c74ffaaf
13603,13603,2023-12-10,DHL,7dd36e96-3922-4d17-ab84-0aa557fc6b07
13604,13604,2024-10-20,USPS,c9c78ccb-7e28-434f-83aa-1e966317a5e7
13605,13605,2023-12-12,DHL,627b5f8f-1e0c-4df1-a54b-98d47f9d6ae8
13606,13606,2024-06-21,DHL,e71cefab-2438-4a9c-9d35-8b426e83765f
13607,13607,2023-12-08,DHL,d0506529-f2c5-4771-9c27-5ce3c12b6b73
13608,13608,2024-03-17,UPS,26e41a61-daf4-4ceb-8a15-c3deddd7caa3
13609,13609,2024-11-26,UPS,6db83440-33ec-47e4-a48e-d00968ef4815
13610,13610,2023-12-21,DHL,77812ead-29b5-4d0e-9a31-1de89e1ef453
13611,13611,2023-05-30,DHL,5446a2bb-3ba1-4a96-ae09-e5eeb142ca27
13612,13612,2024-06-16,USPS,ff0d149e-6b21-446b-8af9-894facdca787
13613,13613,2023-05-28,FedEx,b1c361ca-ed6f-4821-973d-bce426ff140f
13614,13614,2023-11-25,UPS,4264bd43-3b4a-4b40-a718-51bed2d488be
13615,13615,2024-06-18,DHL,370d873a-9b7d-4ab9-8304-af0a2d0dd7d7
13616,13616,2023-06-22,UPS,5eafdcc4-54b4-4016-b286-662eae7a29ba
13617,13617,2024-03-15,DHL,a074a06a-d124-4da1-93df-625c0be455d6
13618,13618,2024-06-25,USPS,17240823-e0de-43c5-8691-2a8b725c6d24
13619,13619,2024-09-30,USPS,ec812ea8-912c-44d6-9ebb-65e0e0618b4e
13620,13620,2023-06-23,UPS,87d0f51d-5eda-411b-9c2b-fc7a5bd5e414
13621,13621,2023-06-23,FedEx,cd6c545b-3547-4bc7-8a07-7709430ecda5
13622,13622,2024-08-25,FedEx,04a59d86-7e43-4f7b-a237-4592d6d936cc
13623,13623,2023-12-26,FedEx,fb83231e-5a23-4f80-903c-a05654e036a6
13624,13624,2023-07-26,DHL,18d3a6a0-2525-4e05-be07-4b55ca06e668
13625,13625,2024-03-12,FedEx,82f55196-ef31-44a4-a702-4c219a76ac8d
13626,13626,2024-06-25,FedEx,6b8c47a2-11a0-4263-8e83-c2a446b91a21
13627,13627,2024-04-13,UPS,5e2d32d9-af27-4f2b-8729-0a14b70dd7cb
13628,13628,2023-09-29,UPS,4db5560e-0efe-4412-924f-3ca42c4fae66
13629,13629,2024-08-30,FedEx,afb57f1b-e235-459f-8cd5-4e69e461128c
13630,13630,2024-08-27,USPS,9f968887-20a8-404c-a654-c017a15d06b1
13631,13631,2024-09-16,UPS,0f14f42e-9896-4322-a236-2171c6675e9d
13632,13632,2023-12-09,FedEx,0a97ad87-1378-4da6-8e68-65c6b6d446cd
13633,13633,2023-12-13,FedEx,01f0897c-bcd3-4450-99b6-f4d813c2c79c
13634,13634,2024-02-19,USPS,521dcdd1-5d60-4cec-89ef-f9667a164dfc
13635,13635,2023-07-11,FedEx,067d6a88-8d8b-42b7-9a9a-7e0905a7fe7b
13636,13636,2023-09-16,UPS,9f4e93d3-82a6-4d69-a010-3244390a783e
13637,13637,2024-06-25,DHL,58ad6b51-fa7d-47c1-abed-3d0696ff1ec2
13638,13638,2024-08-13,FedEx,0415f961-f46d-4a95-9b3c-c3a6644b3e0a
13639,13639,2025-02-03,UPS,77a55241-92bf-4022-bb17-5d6184be8e6c
13640,13640,2025-02-15,USPS,a60facbf-f93b-4e07-818a-6ccb5511ec31
13641,13641,2023-09-13,UPS,a7427c8a-af02-42b7-89f3-5eed0f0bbeca
13642,13642,2023-08-30,DHL,a1fd89f9-3bda-450a-8d49-7ff9b17f6e68
13643,13643,2023-05-30,FedEx,5a2b1b23-5ad9-4ea4-a259-1407f41ab4c8
13644,13644,2024-12-10,USPS,6cf7b135-21b5-43ad-9b8a-c005c444ceeb
13645,13645,2023-09-25,FedEx,0ae26bd6-6da2-40e4-9fb0-03d00efc21ff
13646,13646,2023-12-01,UPS,896ab357-b889-4c54-b55b-e02258f1c384
13647,13647,2023-12-24,FedEx,a8619453-d1bd-49b1-9594-20f9530418b6
13648,13648,2024-06-30,FedEx,547b0df4-91b0-4615-acbb-de023ba05f58
13649,13649,2025-03-21,DHL,5817e463-13d8-4bea-8ba7-831cf93a4ca6
13650,13650,2025-04-28,DHL,823e97ff-af45-4c40-922c-3d064fcf4b14
13651,13651,2023-07-02,UPS,f20eab19-ec8a-451f-98c8-3f3e4133646f
13652,13652,2024-11-21,FedEx,dc6064b9-5b72-4ed7-8359-98ad07640a4a
13653,13653,2024-03-02,FedEx,82e44e87-3923-4c36-bea9-c9b3670f6073
13654,13654,2023-09-02,FedEx,5e06bfc5-1240-4627-9a65-5cf3f7d301ee
13655,13655,2024-09-01,FedEx,7050b65d-ef6f-49ba-a1d8-9d0f6af500fc
13656,13656,2023-12-14,USPS,e85da138-295d-4b27-a366-7a40bf350f01
13657,13657,2024-05-19,FedEx,50fef0bf-87ea-4d41-9e73-f4669ed14579
13658,13658,2025-01-20,UPS,4108638b-176a-4a49-9c04-b6d1d9183ab2
13659,13659,2024-08-24,DHL,1743ae24-c345-4559-964d-16cbdf5ae92f
13660,13660,2025-02-02,UPS,3ce5a18a-e9d1-4da7-a8f5-c90e87604a87
13661,13661,2023-10-18,USPS,a9887292-68d2-466b-ab1d-b077870b9aaa
13662,13662,2024-08-10,FedEx,de1aa0e7-a5ca-46f7-8cd6-cc65f3a818f5
13663,13663,2025-05-21,UPS,d292c38c-591d-4ec0-a748-3c114c9691cf
13664,13664,2023-10-13,FedEx,c7e26019-572a-46c5-adbc-bad44245ecf6
13665,13665,2024-10-23,UPS,dde87562-bb47-4ad3-ac1f-58655ee5efc1
13666,13666,2024-12-01,DHL,02df04a2-4700-41e4-98f7-6e8f33043ca2
13667,13667,2024-11-11,FedEx,cb200afb-6c25-406d-b823-d5504f287442
13668,13668,2025-03-10,FedEx,b09b2209-1605-4d38-b1d4-c82273118a82
13669,13669,2024-06-11,DHL,eb2e152d-dfdd-49f2-9d92-8a97a4ef7810
13670,13670,2024-02-03,USPS,7cb2c2c7-bd78-4b4f-930e-623385f909e6
13671,13671,2024-07-26,USPS,5c6924c4-ff65-4f51-9a20-fa898d880e7b
13672,13672,2023-06-08,FedEx,d4ed82d7-1fb8-4e8f-9e29-0da56c295de0
13673,13673,2024-11-09,UPS,b81ad1df-9190-4f76-8539-b7d32ad2a46c
13674,13674,2024-02-04,USPS,769da8c0-0057-4a26-955b-41cc67741fb9
13675,13675,2024-11-07,UPS,6502ef2d-4b5f-4707-b760-6e4ecdeb14b0
13676,13676,2024-02-25,DHL,11c61cf6-0f0c-49ee-90a8-bdb46b5dec53
13677,13677,2024-09-17,USPS,f1e6aa4b-d4b6-4d0f-8cd3-48583facd22f
13678,13678,2023-10-18,USPS,fb02ae40-09ba-4f9e-8472-ce247c2d7299
13679,13679,2024-11-29,FedEx,ccdc4e9b-a03b-4ba1-b598-35279c601102
13680,13680,2023-11-15,FedEx,b0060b2f-0f33-4044-ae41-98c34047ef7b
13681,13681,2025-03-31,USPS,2d45b877-f487-4237-8aa9-2ce85dcf4433
13682,13682,2023-11-17,USPS,1376ff58-95bd-4fd4-b730-b98f1feee31f
13683,13683,2023-11-16,FedEx,6fa77836-dc46-4f70-81f5-5fc4c708f835
13684,13684,2024-08-30,USPS,9c827c5f-a830-4b3a-97fe-913344a458c2
13685,13685,2023-09-08,FedEx,f48dc03e-0f3b-4eb3-979b-019e2e4ffb31
13686,13686,2025-03-30,FedEx,ce633d06-576b-4c9e-8cca-c85fb4347990
13687,13687,2023-06-17,USPS,572571dd-6479-4b8f-94f6-a314f60e2a51
13688,13688,2023-12-29,USPS,e0cf524d-15fd-41f5-adce-2946f446b0c7
13689,13689,2024-08-26,UPS,166d1101-5d15-4edd-b266-0b67f02bfd0d
13690,13690,2024-05-01,USPS,6aa4055a-86d9-4d4e-b407-0de38d3838e4
13691,13691,2024-10-26,UPS,70aae5a0-0898-4c6f-9461-2c591ec1f159
13692,13692,2025-05-22,USPS,3492b067-60c7-4dbd-937f-24b4c66e2b40
13693,13693,2025-05-10,FedEx,2d1b2c43-8c70-49cd-a274-3c03b2d36215
13694,13694,2023-12-22,UPS,3f40b7a1-f84a-4cda-813b-e71252ea67d0
13695,13695,2025-05-24,USPS,dc5f7b0c-660d-4886-97fe-bd5a039778cd
13696,13696,2024-12-17,DHL,5f8f453e-b858-4e8a-a763-4d328c5245d6
13697,13697,2023-09-22,UPS,96d6e37b-de83-4558-a5ba-8e4d15b447d1
13698,13698,2024-12-27,DHL,e57dfc54-671c-4a90-9c21-579b196aada9
13699,13699,2023-07-16,FedEx,54a7bdc9-6398-4c0e-829b-3c7eabf9f51d
13700,13700,2025-01-30,UPS,e3f5fced-45d0-4d75-94a2-4ae28de4652b
13701,13701,2023-06-28,USPS,3764b680-b30d-4266-be2f-e1fdd218a86d
13702,13702,2024-01-19,DHL,de446276-2b25-4c9e-9cdd-7e4ced25dece
13703,13703,2025-03-23,FedEx,5f04e0f0-2461-45e4-9b6a-cb8413ba01af
13704,13704,2024-01-05,USPS,e7a1a16e-00db-4f0b-8e79-ef73a9809367
13705,13705,2024-08-12,DHL,667acc1b-3c48-4945-b365-c5528e4cb9a3
13706,13706,2024-04-24,FedEx,af2de456-26f8-4dfd-a723-38f359827f33
13707,13707,2024-10-14,USPS,753d2546-f510-4455-b18f-5beee8087d24
13708,13708,2023-09-13,UPS,75b12d65-a5c2-406a-8e33-d75c6f04c999
13709,13709,2025-01-16,FedEx,906b0d0f-14ce-40a6-9b05-6ddb0804d1eb
13710,13710,2024-12-03,UPS,f806931d-e8b3-44ee-9333-61cc0031760d
13711,13711,2024-10-05,DHL,abc844c2-1e31-4541-ac3e-d970d5cb3f42
13712,13712,2023-11-29,DHL,9f236793-2a67-46d9-9731-2d18f55e3193
13713,13713,2024-11-12,UPS,1ea5bc19-ae93-4922-bb33-79910c004ef4
13714,13714,2024-08-19,DHL,a7d71ab7-db96-4980-8950-7218b5f43f58
13715,13715,2025-03-30,DHL,b9666056-6dcc-4fcd-b2f0-143ecc53fe9f
13716,13716,2024-09-05,FedEx,e2b267fb-6222-40f1-b420-4fba3dd5bf64
13717,13717,2023-06-09,USPS,c4fb10c9-2454-4912-9116-65c5e5fa824e
13718,13718,2023-08-14,UPS,a1daee88-9513-4ec3-b717-d7e53df1deda
13719,13719,2023-12-11,UPS,f9cfef18-641d-4324-a6ad-67feafff4b9f
13720,13720,2024-10-29,USPS,79545ebf-d135-4472-8438-fec12714baf2
13721,13721,2023-06-30,USPS,8bed261f-5d23-4f99-83c0-3fcb830b7131
