OrderID,ProductID,CustomerID,OrderDate,OrderQuantity,TotalAmount,Status
3338,25,1032,2024-11-09,3,247.68,Delivered
3339,111,151,2025-02-06,8,1173.04,Shipped
3340,15,393,2024-02-25,9,782.82,Pending
3341,97,234,2024-12-31,1,474.02,Delivered
3342,108,998,2024-11-16,6,203.76,Pending
3343,81,1078,2024-02-24,6,257.88,Pending
3344,54,801,2025-01-09,7,565.53,Shipped
3345,29,1157,2024-07-06,9,528.03,Pending
3346,100,252,2024-02-14,8,373.92,Delivered
3347,94,313,2024-06-13,6,1214.4,Delivered
3348,114,1200,2024-08-06,4,373.8,Pending
3349,28,373,2024-09-26,6,2616.24,Cancelled
3350,132,597,2024-02-05,1,35.72,Pending
3351,66,517,2023-06-12,3,6.0,Shipped
3352,111,1097,2025-02-07,10,1466.3,Delivered
3353,28,301,2024-02-11,6,2616.24,Delivered
3354,72,440,2024-02-28,9,3672.18,Pending
3355,40,1161,2025-01-25,9,3411.9,Pending
3356,88,936,2023-12-15,10,262.5,Delivered
3357,98,174,2025-02-16,2,75.72,Shipped
3358,137,904,2025-04-27,4,89.8,Pending
3359,105,909,2023-12-04,8,237.36,Delivered
3360,91,847,2023-06-14,9,1694.61,Pending
3361,72,1193,2024-03-28,10,4080.2,Delivered
3362,143,961,2024-07-06,4,322.96,Pending
3363,141,1032,2025-02-18,1,90.23,Cancelled
3364,43,1165,2025-03-28,7,2413.95,Cancelled
3365,111,857,2024-10-04,2,293.26,Delivered
3366,9,613,2023-12-27,3,1945.44,Cancelled
3367,10,722,2023-07-30,9,102.6,Delivered
3368,41,494,2025-04-08,10,2021.1,Cancelled
3369,90,320,2024-02-06,2,189.44,Cancelled
3370,95,231,2024-04-11,4,2647.44,Pending
3371,66,98,2025-02-14,2,4.0,Shipped
3372,60,157,2025-03-22,5,328.1,Delivered
3373,130,493,2024-07-04,7,170.87,Cancelled
3374,103,1051,2025-03-19,6,10656.18,Shipped
3375,78,468,2024-01-24,2,31.44,Delivered
3376,66,1077,2024-12-09,4,8.0,Pending
3377,69,961,2024-05-30,7,203.35,Pending
3378,61,461,2023-09-16,2,194.14,Shipped
3379,37,1126,2024-12-29,3,758.64,Cancelled
3380,32,308,2023-09-04,1,1717.48,Shipped
3381,132,553,2025-03-31,4,142.88,Shipped
3382,65,527,2023-10-30,9,543.87,Pending
3383,56,924,2024-05-04,9,395.1,Shipped
3384,55,49,2024-02-17,2,10.92,Shipped
3385,6,29,2025-03-21,9,437.94,Pending
3386,47,23,2024-06-03,2,96.86,Delivered
3387,65,16,2024-02-29,8,483.44,Cancelled
3388,107,753,2024-05-22,2,130.02,Pending
3389,51,279,2024-07-12,8,3794.72,Pending
3390,14,378,2024-07-30,5,767.25,Cancelled
3391,1,76,2023-07-11,4,88.36,Pending
3392,139,900,2025-05-08,4,67.48,Pending
3393,27,337,2024-01-01,1,121.51,Cancelled
3394,96,1116,2023-09-05,7,1105.72,Shipped
3395,79,219,2024-03-02,7,398.37,Pending
3396,132,1043,2025-05-22,4,142.88,Cancelled
3397,12,625,2025-05-17,7,66.78,Shipped
3398,121,906,2024-06-10,5,9728.85,Cancelled
3399,18,469,2023-06-18,5,84.35,Shipped
3400,56,939,2024-12-26,7,307.3,Pending
3401,12,1046,2024-07-24,3,28.62,Cancelled
3402,132,560,2024-06-17,8,285.76,Shipped
3403,15,375,2024-05-09,5,434.9,Pending
3404,120,939,2025-05-20,5,59.95,Pending
3405,80,526,2025-03-12,2,21.4,Pending
3406,73,542,2024-08-27,5,219.75,Pending
3407,145,238,2024-12-13,6,2847.24,Pending
3408,142,1183,2023-07-15,4,127.72,Shipped
3409,67,837,2023-09-29,9,827.28,Shipped
3410,103,365,2024-12-15,10,17760.3,Delivered
3411,49,878,2025-04-27,8,3245.36,Delivered
3412,88,32,2024-08-05,3,78.75,Shipped
3413,87,570,2024-11-02,2,198.36,Shipped
3414,83,365,2024-07-18,3,82.65,Pending
3415,18,278,2024-11-10,4,67.48,Cancelled
3416,84,345,2024-02-11,5,4006.05,Pending
3417,113,1049,2025-02-08,2,170.58,Pending
3418,146,110,2023-11-19,5,153.65,Cancelled
3419,53,1183,2024-06-10,4,1165.16,Shipped
3420,44,86,2025-04-19,2,113.76,Delivered
3421,19,521,2025-01-18,3,1081.44,Pending
3422,37,452,2023-11-23,5,1264.4,Shipped
3423,118,889,2024-02-15,1,136.12,Pending
3424,135,406,2023-06-11,8,308.72,Pending
3425,145,809,2024-04-17,8,3796.32,Delivered
3426,21,567,2023-12-13,1,7.89,Pending
3427,102,656,2024-10-20,5,269.5,Pending
3428,105,991,2024-10-23,4,118.68,Delivered
3429,64,846,2024-05-13,9,533.79,Pending
3430,126,501,2023-07-09,9,132.3,Cancelled
3431,136,663,2024-01-10,5,215.25,Cancelled
3432,38,784,2025-04-28,8,1969.68,Cancelled
3433,29,1101,2023-12-09,9,528.03,Pending
3434,143,607,2024-05-07,2,161.48,Delivered
3435,18,824,2023-06-07,6,101.22,Delivered
3436,59,565,2024-08-04,8,5874.16,Delivered
3437,125,669,2024-10-27,1,20.45,Delivered
3438,48,445,2024-02-11,2,63.48,Cancelled
3439,76,1198,2025-01-08,4,975.6,Pending
3440,28,568,2023-08-26,4,1744.16,Pending
3441,113,71,2024-01-25,8,682.32,Pending
3442,84,1052,2023-06-14,2,1602.42,Shipped
3443,117,1145,2023-07-30,5,994.95,Pending
3444,72,233,2025-05-29,3,1224.06,Pending
3445,88,1076,2023-08-02,3,78.75,Shipped
3446,24,148,2025-01-29,3,242.04,Pending
3447,81,705,2025-03-19,7,300.86,Cancelled
3448,120,432,2024-09-06,3,35.97,Shipped
3449,120,814,2024-02-06,7,83.93,Delivered
3450,128,241,2024-01-06,3,62.28,Pending
3451,114,682,2024-09-03,10,934.5,Shipped
3452,92,658,2023-07-11,3,47.04,Cancelled
3453,41,5,2023-06-25,1,202.11,Delivered
3454,98,928,2024-04-25,8,302.88,Shipped
3455,113,285,2024-09-23,7,597.03,Pending
3456,36,824,2025-04-12,2,59.86,Delivered
3457,148,275,2024-03-07,10,1194.5,Cancelled
3458,112,646,2024-02-10,10,9885.1,Delivered
3459,101,750,2024-03-12,6,412.92,Pending
3460,148,893,2024-12-15,3,358.35,Delivered
3461,87,613,2023-07-02,9,892.62,Cancelled
3462,4,991,2023-06-07,8,372.56,Shipped
3463,3,856,2023-11-17,1,1144.08,Pending
3464,27,418,2024-10-30,2,243.02,Shipped
3465,99,1040,2024-05-03,3,1398.69,Cancelled
3466,49,1132,2025-01-13,9,3651.03,Cancelled
3467,114,390,2023-08-27,5,467.25,Pending
3468,50,1093,2025-02-12,9,440.91,Cancelled
3469,64,1198,2024-08-31,10,593.1,Cancelled
3470,99,96,2024-11-24,9,4196.07,Pending
3471,9,436,2024-08-02,7,4539.36,Delivered
3472,128,366,2024-03-04,9,186.84,Delivered
3473,116,389,2024-08-28,1,32.08,Pending
3474,54,1083,2023-11-17,9,727.11,Cancelled
3475,135,921,2023-09-17,8,308.72,Cancelled
3476,25,789,2023-12-25,10,825.6,Pending
3477,18,250,2025-03-20,7,118.09,Pending
3478,89,403,2024-08-04,10,11965.3,Pending
3479,53,708,2024-10-21,3,873.87,Shipped
3480,117,585,2025-04-26,3,596.97,Cancelled
3481,13,1188,2025-04-22,1,32.01,Delivered
3482,53,23,2023-09-05,10,2912.9,Pending
3483,4,398,2024-03-24,5,232.85,Pending
3484,91,723,2024-12-26,2,376.58,Cancelled
3485,106,471,2024-01-11,10,67.4,Pending
3486,147,570,2025-05-30,6,526.44,Delivered
3487,6,376,2024-04-25,3,145.98,Cancelled
3488,48,4,2024-05-23,7,222.18,Pending
3489,108,355,2024-06-26,3,101.88,Cancelled
3490,7,407,2024-07-24,1,136.03,Shipped
3491,104,970,2025-01-23,4,91.24,Cancelled
3492,3,57,2024-11-22,2,2288.16,Shipped
3493,8,717,2023-09-28,3,289.17,Delivered
3494,104,895,2025-03-31,1,22.81,Delivered
3495,11,446,2024-02-18,8,6902.56,Delivered
3496,126,798,2024-12-02,7,102.9,Delivered
3497,55,466,2023-11-19,2,10.92,Cancelled
3498,142,181,2024-11-02,7,223.51,Cancelled
3499,106,275,2023-08-29,10,67.4,Cancelled
3500,45,455,2023-08-21,7,205.8,Shipped
3501,104,15,2024-05-17,3,68.43,Delivered
3502,88,500,2024-09-14,1,26.25,Shipped
3503,59,334,2023-08-29,3,2202.81,Cancelled
3504,115,461,2024-12-13,6,492.48,Shipped
3505,18,1194,2023-10-05,3,50.61,Delivered
3506,123,1199,2025-02-07,4,87.2,Cancelled
3507,26,596,2023-11-09,5,221.0,Delivered
3508,142,891,2024-01-14,1,31.93,Shipped
3509,11,13,2024-03-12,1,862.82,Shipped
3510,86,830,2025-01-18,9,487.35,Delivered
3511,109,424,2024-12-31,10,2221.6,Shipped
3512,115,875,2023-07-27,3,246.24,Cancelled
3513,123,232,2024-05-19,7,152.6,Shipped
3514,7,479,2025-03-16,7,952.21,Pending
3515,126,650,2024-02-24,1,14.7,Shipped
3516,125,534,2024-12-15,8,163.6,Shipped
3517,25,169,2025-04-24,9,743.04,Cancelled
3518,149,988,2023-08-28,7,1361.08,Shipped
3519,29,36,2024-09-12,7,410.69,Cancelled
3520,144,850,2025-01-02,1,32.89,Delivered
3521,71,195,2025-02-23,3,234.69,Cancelled
3522,109,371,2025-05-19,4,888.64,Pending
3523,84,783,2024-06-07,3,2403.63,Pending
3524,1,947,2024-04-14,6,132.54,Delivered
3525,57,131,2024-02-08,10,8605.2,Delivered
3526,93,757,2024-05-16,4,363.56,Delivered
3527,134,979,2024-02-16,1,44.18,Shipped
3528,48,538,2025-01-10,4,126.96,Shipped
3529,63,725,2025-01-10,1,96.2,Delivered
3530,80,547,2024-12-31,9,96.3,Pending
3531,104,43,2025-02-07,9,205.29,Cancelled
3532,1,955,2024-02-25,10,220.9,Shipped
3533,118,542,2025-03-10,8,1088.96,Delivered
3534,104,268,2024-11-02,5,114.05,Delivered
3535,92,323,2024-08-25,6,94.08,Cancelled
3536,48,540,2025-01-28,2,63.48,Cancelled
3537,26,357,2025-05-10,3,132.6,Cancelled
3538,148,648,2023-12-12,7,836.15,Delivered
3539,123,1060,2024-11-18,9,196.2,Delivered
3540,147,864,2023-11-12,8,701.92,Shipped
3541,86,656,2023-11-24,7,379.05,Pending
3542,104,676,2023-11-30,2,45.62,Shipped
3543,51,800,2024-10-04,6,2846.04,Shipped
3544,22,604,2024-06-14,5,345.75,Delivered
3545,56,841,2024-09-27,8,351.2,Delivered
3546,35,476,2025-02-19,1,199.9,Shipped
3547,134,169,2024-06-11,7,309.26,Pending
3548,81,703,2023-10-28,3,128.94,Pending
3549,101,1081,2025-01-01,7,481.74,Delivered
3550,60,882,2025-01-26,6,393.72,Shipped
3551,41,1182,2024-01-20,5,1010.55,Delivered
3552,35,678,2024-12-27,5,999.5,Pending
3553,134,52,2025-01-18,9,397.62,Shipped
3554,150,1167,2024-03-08,7,36.26,Delivered
3555,1,330,2024-10-29,5,110.45,Shipped
3556,112,207,2024-04-04,1,988.51,Pending
3557,7,1062,2024-11-01,2,272.06,Delivered
3558,98,716,2025-03-29,10,378.6,Shipped
3559,98,749,2023-12-03,8,302.88,Pending
3560,89,335,2025-01-21,7,8375.71,Pending
3561,121,855,2024-08-27,10,19457.7,Pending
3562,14,87,2024-11-03,2,306.9,Shipped
3563,128,758,2023-06-06,3,62.28,Pending
3564,110,567,2024-11-08,10,4425.0,Delivered
3565,89,483,2024-03-20,9,10768.77,Cancelled
3566,150,1100,2024-11-01,9,46.62,Cancelled
3567,19,508,2025-05-19,2,720.96,Pending
3568,121,317,2024-11-05,6,11674.62,Cancelled
3569,9,1093,2023-07-18,10,6484.8,Shipped
3570,43,619,2025-03-24,4,1379.4,Delivered
3571,14,626,2024-07-16,1,153.45,Shipped
3572,71,159,2023-09-11,2,156.46,Cancelled
3573,51,729,2024-10-01,6,2846.04,Pending
3574,16,582,2024-11-14,8,934.24,Shipped
3575,60,58,2025-02-02,8,524.96,Shipped
3576,101,968,2025-03-19,7,481.74,Delivered
3577,150,1115,2025-04-05,6,31.08,Shipped
3578,144,432,2024-07-12,5,164.45,Shipped
3579,88,533,2024-03-10,10,262.5,Shipped
3580,133,393,2024-11-05,10,87.2,Cancelled
3581,2,481,2024-11-09,9,698.31,Pending
3582,81,437,2023-10-27,5,214.9,Pending
3583,50,1082,2024-01-17,9,440.91,Delivered
3584,21,1062,2023-09-05,5,39.45,Shipped
3585,36,737,2024-09-30,2,59.86,Cancelled
3586,81,527,2025-01-16,8,343.84,Pending
3587,140,719,2023-11-26,5,69.1,Delivered
3588,20,81,2025-05-10,3,286.74,Cancelled
3589,140,88,2024-05-01,7,96.74,Delivered
3590,21,381,2024-01-31,2,15.78,Shipped
3591,40,443,2025-02-28,5,1895.5,Shipped
3592,85,396,2024-11-30,6,3725.1,Cancelled
3593,53,1126,2024-09-24,9,2621.61,Delivered
3594,11,681,2023-08-28,2,1725.64,Cancelled
3595,133,1035,2024-10-13,7,61.04,Shipped
3596,133,501,2024-04-22,7,61.04,Shipped
3597,70,36,2024-11-09,9,184.59,Cancelled
3598,32,931,2023-11-09,9,15457.32,Delivered
3599,24,431,2024-10-14,3,242.04,Delivered
3600,102,592,2023-11-05,4,215.6,Cancelled
3601,101,403,2023-06-16,7,481.74,Cancelled
3602,100,528,2024-02-16,10,467.4,Pending
3603,92,107,2024-07-15,3,47.04,Pending
3604,79,352,2023-10-29,3,170.73,Cancelled
3605,15,235,2023-06-19,7,608.86,Pending
3606,122,780,2023-08-06,9,3254.85,Cancelled
3607,16,1180,2023-12-08,5,583.9,Pending
3608,116,705,2024-10-28,9,288.72,Cancelled
3609,62,841,2024-10-29,9,1417.32,Delivered
3610,149,611,2024-11-09,9,1749.96,Delivered
3611,86,490,2024-10-19,3,162.45,Delivered
3612,111,249,2024-01-14,4,586.52,Delivered
3613,65,268,2023-11-19,1,60.43,Shipped
3614,92,256,2024-10-27,2,31.36,Cancelled
3615,111,186,2024-05-06,3,439.89,Pending
3616,30,533,2024-10-26,4,86.6,Cancelled
3617,42,794,2024-07-02,2,269.02,Cancelled
3618,11,972,2024-11-12,5,4314.1,Shipped
3619,24,992,2023-11-27,4,322.72,Cancelled
3620,125,993,2025-03-27,4,81.8,Shipped
3621,92,286,2023-06-05,2,31.36,Shipped
3622,50,341,2024-10-16,9,440.91,Shipped
3623,82,261,2023-06-30,1,22.29,Shipped
3624,80,573,2025-01-25,4,42.8,Cancelled
3625,71,238,2024-07-14,8,625.84,Cancelled
3626,143,996,2025-05-21,8,645.92,Cancelled
3627,129,795,2023-07-04,4,519.68,Cancelled
3628,62,81,2023-11-19,3,472.44,Shipped
3629,125,107,2024-09-21,9,184.05,Cancelled
3630,60,416,2024-04-23,5,328.1,Delivered
3631,89,714,2023-08-16,10,11965.3,Cancelled
3632,58,404,2023-10-17,6,448.8,Pending
3633,93,881,2024-03-07,4,363.56,Shipped
3634,103,411,2025-04-15,5,8880.15,Delivered
3635,68,533,2024-08-24,3,122.28,Shipped
3636,36,962,2025-05-27,9,269.37,Pending
3637,49,4,2024-12-05,4,1622.68,Delivered
3638,2,1189,2025-04-30,3,232.77,Pending
3639,83,474,2025-02-14,7,192.85,Shipped
3640,6,772,2024-10-25,5,243.3,Pending
3641,34,689,2024-10-25,3,22.05,Pending
3642,79,795,2024-05-08,9,512.19,Pending
3643,28,470,2023-08-24,10,4360.4,Pending
3644,111,110,2024-01-23,4,586.52,Cancelled
3645,71,235,2024-03-15,1,78.23,Pending
3646,127,531,2024-01-12,4,225.04,Pending
3647,123,1001,2025-04-04,10,218.0,Delivered
3648,12,572,2023-07-09,4,38.16,Cancelled
3649,147,1160,2024-02-24,3,263.22,Shipped
3650,101,384,2024-05-04,9,619.38,Shipped
3651,43,1136,2024-06-19,5,1724.25,Cancelled
3652,114,559,2024-05-24,9,841.05,Pending
3653,125,788,2024-07-27,6,122.7,Shipped
3654,130,850,2024-09-07,3,73.23,Pending
3655,133,72,2024-02-13,7,61.04,Pending
3656,76,1155,2024-08-26,9,2195.1,Cancelled
3657,8,588,2024-04-18,2,192.78,Pending
3658,13,723,2025-03-04,2,64.02,Pending
3659,129,21,2025-05-30,9,1169.28,Delivered
3660,104,402,2024-01-17,2,45.62,Cancelled
3661,118,537,2023-07-22,9,1225.08,Shipped
3662,85,219,2024-07-08,2,1241.7,Cancelled
3663,88,1112,2023-11-10,3,78.75,Pending
3664,56,712,2024-07-19,5,219.5,Delivered
3665,13,242,2024-06-11,10,320.1,Cancelled
3666,87,455,2024-01-02,4,396.72,Delivered
3667,93,77,2023-07-20,2,181.78,Pending
3668,43,588,2025-03-24,6,2069.1,Delivered
3669,83,691,2023-08-25,2,55.1,Pending
3670,99,754,2023-11-27,4,1864.92,Delivered
3671,148,877,2024-04-12,9,1075.05,Cancelled
3672,119,607,2025-03-23,9,78.84,Cancelled
3673,41,1074,2023-08-12,1,202.11,Cancelled
3674,86,1181,2024-12-19,3,162.45,Pending
3675,133,421,2024-07-30,10,87.2,Pending
3676,102,1027,2023-12-21,10,539.0,Delivered
3677,82,766,2023-06-05,4,89.16,Pending
3678,102,227,2024-01-26,10,539.0,Pending
3679,82,713,2023-09-18,8,178.32,Cancelled
3680,11,215,2023-09-17,10,8628.2,Shipped
3681,131,1084,2024-03-24,5,481.65,Pending
3682,24,956,2025-03-19,6,484.08,Cancelled
3683,73,1123,2024-08-24,10,439.5,Delivered
3684,116,198,2023-09-22,3,96.24,Shipped
3685,104,666,2023-07-21,10,228.1,Cancelled
3686,4,266,2023-06-26,10,465.7,Pending
3687,113,412,2023-08-23,7,597.03,Pending
3688,109,740,2024-04-12,7,1555.12,Delivered
3689,68,995,2024-12-06,7,285.32,Shipped
3690,64,83,2024-04-23,8,474.48,Cancelled
3691,18,117,2023-11-19,6,101.22,Shipped
3692,145,197,2025-01-26,1,474.54,Shipped
3693,141,839,2024-06-21,8,721.84,Shipped
3694,83,599,2024-05-10,8,220.4,Pending
3695,55,101,2024-05-04,5,27.3,Shipped
3696,42,623,2024-03-19,8,1076.08,Shipped
3697,46,105,2024-08-18,1,25.02,Cancelled
3698,29,1015,2023-06-18,9,528.03,Delivered
3699,38,46,2024-01-22,5,1231.05,Cancelled
3700,31,183,2024-09-03,10,7098.6,Delivered
3701,139,865,2023-12-12,2,33.74,Shipped
3702,25,818,2025-02-04,2,165.12,Pending
3703,134,159,2024-02-05,10,441.8,Pending
3704,83,169,2023-10-26,3,82.65,Pending
3705,97,162,2025-03-16,1,474.02,Pending
3706,36,365,2024-02-29,8,239.44,Cancelled
3707,38,289,2024-04-12,1,246.21,Cancelled
3708,79,1124,2023-08-08,4,227.64,Cancelled
3709,19,460,2023-09-28,2,720.96,Delivered
3710,25,1053,2024-12-12,7,577.92,Delivered
3711,70,743,2024-06-25,3,61.53,Shipped
3712,35,293,2024-01-03,3,599.7,Delivered
3713,125,1041,2024-07-31,10,204.5,Delivered
3714,5,167,2024-06-28,6,74.1,Shipped
3715,14,641,2025-02-12,8,1227.6,Cancelled
3716,86,365,2024-05-31,10,541.5,Cancelled
3717,100,701,2024-07-08,10,467.4,Cancelled
3718,118,1187,2025-05-21,5,680.6,Delivered
3719,30,15,2023-08-03,4,86.6,Shipped
3720,8,895,2025-04-11,4,385.56,Cancelled
3721,57,212,2024-01-06,2,1721.04,Cancelled
3722,75,237,2024-04-13,1,60.9,Pending
3723,111,796,2025-02-16,5,733.15,Shipped
3724,109,172,2023-09-08,8,1777.28,Shipped
3725,39,1144,2025-02-27,9,368.1,Shipped
3726,149,652,2025-05-09,5,972.2,Delivered
3727,81,323,2024-11-23,8,343.84,Delivered
3728,9,143,2024-09-11,4,2593.92,Delivered
3729,78,704,2023-07-11,4,62.88,Shipped
3730,78,245,2024-04-19,4,62.88,Delivered
3731,31,1077,2024-04-21,8,5678.88,Pending
3732,97,44,2024-04-16,1,474.02,Pending
3733,128,684,2023-11-27,4,83.04,Shipped
3734,47,933,2024-10-16,2,96.86,Delivered
3735,112,991,2024-08-07,3,2965.53,Delivered
3736,83,367,2024-05-13,8,220.4,Delivered
3737,20,932,2023-11-02,7,669.06,Shipped
3738,110,572,2024-01-27,7,3097.5,Delivered
3739,95,715,2023-09-23,8,5294.88,Cancelled
3740,117,823,2025-02-21,4,795.96,Pending
3741,11,1169,2023-08-02,5,4314.1,Delivered
3742,142,723,2023-09-22,2,63.86,Pending
3743,141,422,2024-10-16,3,270.69,Shipped
3744,138,696,2024-03-25,6,1268.58,Pending
3745,101,1024,2025-02-27,6,412.92,Pending
3746,122,432,2025-01-30,5,1808.25,Shipped
3747,12,1060,2023-09-01,9,85.86,Cancelled
3748,121,132,2025-05-11,9,17511.93,Delivered
3749,105,250,2024-04-24,6,178.02,Cancelled
3750,149,231,2024-07-14,2,388.88,Delivered
3751,59,207,2024-01-09,3,2202.81,Pending
3752,85,977,2024-02-21,3,1862.55,Cancelled
3753,145,471,2024-05-06,5,2372.7,Cancelled
3754,116,674,2024-07-31,3,96.24,Cancelled
3755,58,1015,2025-03-31,5,374.0,Delivered
3756,82,797,2024-09-17,1,22.29,Pending
3757,140,606,2025-04-02,6,82.92,Pending
3758,11,889,2023-08-20,8,6902.56,Delivered
3759,60,472,2024-08-04,2,131.24,Delivered
3760,137,820,2023-11-02,7,157.15,Shipped
3761,22,713,2023-12-29,9,622.35,Delivered
3762,16,106,2024-12-20,1,116.78,Shipped
3763,29,172,2024-03-25,1,58.67,Delivered
3764,36,652,2023-10-20,1,29.93,Cancelled
3765,110,888,2024-03-28,6,2655.0,Shipped
3766,121,668,2024-02-25,9,17511.93,Cancelled
3767,54,275,2025-01-28,7,565.53,Cancelled
3768,102,137,2023-08-19,7,377.3,Pending
3769,95,890,2025-02-08,7,4633.02,Delivered
3770,44,756,2024-08-01,5,284.4,Shipped
3771,58,597,2024-06-22,1,74.8,Delivered
3772,49,151,2025-04-21,5,2028.35,Delivered
3773,113,569,2025-03-31,6,511.74,Delivered
3774,32,1029,2025-01-06,6,10304.88,Pending
3775,65,292,2024-01-10,4,241.72,Pending
3776,139,866,2024-04-20,4,67.48,Pending
3777,145,946,2024-04-17,4,1898.16,Cancelled
3778,148,394,2025-02-08,8,955.6,Delivered
3779,109,665,2023-09-14,9,1999.44,Cancelled
3780,87,2,2024-04-01,10,991.8,Shipped
3781,32,708,2025-05-23,8,13739.84,Cancelled
3782,83,1138,2024-04-02,6,165.3,Shipped
3783,91,578,2025-01-15,9,1694.61,Delivered
3784,92,1015,2024-12-30,2,31.36,Delivered
3785,41,879,2023-12-31,3,606.33,Delivered
3786,84,258,2024-11-24,5,4006.05,Shipped
3787,129,878,2024-11-07,9,1169.28,Delivered
3788,45,206,2025-05-04,10,294.0,Cancelled
3789,122,196,2025-01-04,3,1084.95,Shipped
3790,57,26,2023-08-16,5,4302.6,Pending
3791,103,446,2024-08-03,2,3552.06,Delivered
3792,79,646,2024-01-21,10,569.1,Shipped
3793,38,1055,2023-12-30,9,2215.89,Delivered
3794,136,920,2024-01-13,4,172.2,Shipped
3795,44,246,2024-06-03,5,284.4,Pending
3796,81,477,2025-05-18,8,343.84,Shipped
3797,126,911,2025-02-12,4,58.8,Shipped
3798,140,521,2023-10-06,1,13.82,Cancelled
3799,136,985,2024-08-10,1,43.05,Pending
3800,22,730,2023-12-24,3,207.45,Cancelled
3801,100,594,2024-11-22,9,420.66,Cancelled
3802,141,315,2024-09-04,2,180.46,Cancelled
3803,84,946,2023-10-28,3,2403.63,Pending
3804,146,90,2025-05-23,10,307.3,Cancelled
3805,96,860,2024-07-14,8,1263.68,Shipped
3806,70,447,2024-12-22,6,123.06,Shipped
3807,40,201,2023-11-17,2,758.2,Cancelled
3808,69,248,2024-08-03,8,232.4,Cancelled
3809,52,502,2024-01-05,4,393.2,Delivered
3810,6,587,2024-08-12,1,48.66,Shipped
3811,12,1006,2023-09-07,9,85.86,Cancelled
3812,88,965,2023-08-08,8,210.0,Delivered
3813,121,346,2025-01-01,6,11674.62,Shipped
3814,58,131,2023-08-30,4,299.2,Shipped
3815,42,43,2024-04-08,7,941.57,Delivered
3816,32,1198,2025-02-15,7,12022.36,Shipped
3817,135,986,2023-09-30,10,385.9,Cancelled
3818,150,599,2024-11-21,8,41.44,Pending
3819,6,941,2024-07-13,8,389.28,Pending
3820,113,542,2023-08-01,4,341.16,Cancelled
3821,150,641,2024-12-03,9,46.62,Pending
3822,90,788,2024-06-18,1,94.72,Shipped
3823,123,752,2024-02-27,3,65.4,Shipped
3824,69,63,2025-02-17,5,145.25,Pending
3825,130,92,2024-10-16,3,73.23,Cancelled
3826,140,503,2024-07-29,5,69.1,Cancelled
3827,90,1132,2025-02-10,6,568.32,Pending
3828,40,849,2024-08-12,3,1137.3,Shipped
3829,104,649,2025-06-01,1,22.81,Pending
3830,73,959,2024-01-28,8,351.6,Cancelled
3831,145,733,2023-09-05,7,3321.78,Delivered
3832,86,632,2024-01-09,10,541.5,Delivered
3833,33,686,2024-08-19,6,268.8,Cancelled
3834,104,1191,2024-05-04,9,205.29,Shipped
3835,142,457,2024-04-21,5,159.65,Cancelled
3836,116,325,2023-11-21,1,32.08,Cancelled
3837,76,411,2025-05-10,1,243.9,Delivered
3838,61,241,2024-10-02,2,194.14,Pending
3839,37,512,2023-06-13,5,1264.4,Delivered
3840,114,415,2025-01-30,6,560.7,Cancelled
3841,35,339,2024-06-08,5,999.5,Delivered
3842,44,1018,2023-12-22,1,56.88,Shipped
3843,16,281,2023-07-02,1,116.78,Delivered
3844,89,600,2023-06-30,5,5982.65,Shipped
3845,55,439,2024-12-05,2,10.92,Cancelled
3846,96,188,2024-03-04,4,631.84,Delivered
3847,103,254,2023-10-02,5,8880.15,Shipped
3848,34,571,2025-03-26,10,73.5,Shipped
3849,64,226,2024-12-19,5,296.55,Pending
3850,1,689,2023-11-19,10,220.9,Shipped
3851,60,1062,2023-09-03,4,262.48,Cancelled
3852,122,74,2024-04-19,7,2531.55,Cancelled
3853,57,257,2024-10-06,7,6023.64,Pending
3854,138,842,2023-08-19,1,211.43,Delivered
3855,150,570,2024-12-22,5,25.9,Shipped
3856,37,947,2023-12-07,6,1517.28,Delivered
3857,91,135,2024-04-13,8,1506.32,Cancelled
3858,39,832,2023-10-30,1,40.9,Cancelled
3859,85,1067,2023-07-06,9,5587.65,Delivered
3860,125,621,2024-08-08,3,61.35,Delivered
3861,146,1126,2023-12-31,4,122.92,Pending
3862,38,786,2025-04-21,2,492.42,Delivered
3863,114,265,2024-09-13,4,373.8,Delivered
3864,53,156,2023-09-25,3,873.87,Shipped
3865,29,262,2023-11-30,6,352.02,Delivered
3866,15,763,2024-08-15,9,782.82,Delivered
3867,141,424,2023-06-13,5,451.15,Cancelled
3868,61,261,2023-06-19,4,388.28,Delivered
3869,138,1185,2024-01-04,7,1480.01,Delivered
3870,54,229,2025-03-04,6,484.74,Shipped
3871,108,91,2024-07-17,10,339.6,Shipped
3872,41,1088,2024-05-14,6,1212.66,Shipped
3873,73,884,2025-03-23,5,219.75,Pending
3874,24,760,2024-04-01,8,645.44,Delivered
3875,3,1161,2024-12-22,8,9152.64,Delivered
3876,120,1151,2023-07-20,8,95.92,Cancelled
3877,130,607,2024-04-19,6,146.46,Cancelled
3878,104,730,2023-08-29,9,205.29,Shipped
3879,102,1157,2024-09-11,8,431.2,Delivered
3880,117,1061,2025-04-12,8,1591.92,Shipped
3881,49,691,2024-08-09,5,2028.35,Shipped
3882,39,246,2025-02-22,10,409.0,Shipped
3883,80,651,2023-12-01,7,74.9,Pending
3884,146,43,2023-07-06,8,245.84,Shipped
3885,140,602,2024-10-10,5,69.1,Shipped
3886,62,684,2023-09-02,2,314.96,Pending
