DiscountID,OrderID,DiscountAmount,DiscountCode
2396,12123,70.06,DISCOUNT-TBLx
2397,12124,52.5,DISCOUNT-fAZj
2398,12135,40.82,DISCOUNT-DzjT
2399,12139,82.27,DISCOUNT-nebf
2400,12154,26.53,DISCOUNT-dOjS
2401,12155,42.7,DISCOUNT-SDGr
2402,12156,65.97,DISCOUNT-xYWt
2403,12165,15.42,DISCOUNT-HEcX
2404,12170,29.52,DISCOUNT-SpBs
2405,12186,99.13,DISCOUNT-ORYL
2406,12204,11.79,DISCOUNT-sBvN
2407,12208,88.06,DISCOUNT-qIIS
2408,12210,31.1,DISCOUNT-GUwD
2409,12213,52.86,DISCOUNT-ipme
2410,12218,33.51,DISCOUNT-hLbr
2411,12229,49.8,DISCOUNT-LYnT
2412,12241,71.44,DISCOUNT-xjyn
2413,12243,57.74,DISCOUNT-JIqr
2414,12246,80.22,DISCOUNT-UYbg
2415,12250,55.82,DISCOUNT-KGud
2416,12255,24.28,DISCOUNT-LWqU
2417,12260,30.22,DISCOUNT-oonJ
2418,12266,52.46,DISCOUNT-thUk
2419,12267,46.92,DISCOUNT-EcyE
2420,12275,68.35,DISCOUNT-NrMP
2421,12289,51.52,DISCOUNT-eSdV
2422,12298,60.2,DISCOUNT-rqmq
2423,12301,34.49,DISCOUNT-MSeD
2424,12305,7.45,DISCOUNT-Pgkf
2425,12311,38.03,DISCOUNT-kUyh
2426,12312,43.39,DISCOUNT-tZas
2427,12323,24.59,DISCOUNT-xJEi
2428,12324,64.2,DISCOUNT-wuVs
2429,12326,35.35,DISCOUNT-gWyw
2430,12329,57.18,DISCOUNT-mHMv
2431,12330,61.23,DISCOUNT-cDjx
2432,12332,31.8,DISCOUNT-pWNE
2433,12342,18.12,DISCOUNT-UNMJ
2434,12349,69.62,DISCOUNT-MgUv
2435,12358,12.32,DISCOUNT-ECGc
2436,12359,52.45,DISCOUNT-nukR
2437,12360,49.97,DISCOUNT-kryu
2438,12361,80.57,DISCOUNT-Nhzg
2439,12364,20.39,DISCOUNT-nsaH
2440,12368,39.8,DISCOUNT-fHpb
2441,12369,90.51,DISCOUNT-cLPh
2442,12370,97.42,DISCOUNT-tJhB
2443,12372,28.45,DISCOUNT-wiuH
2444,12376,11.09,DISCOUNT-MFwA
2445,12380,97.49,DISCOUNT-JiXZ
2446,12381,18.39,DISCOUNT-XOZZ
2447,12382,76.26,DISCOUNT-USlP
2448,12388,11.47,DISCOUNT-cCcL
2449,12392,50.86,DISCOUNT-EfYD
2450,12397,41.8,DISCOUNT-ELUJ
2451,12400,83.15,DISCOUNT-DmEJ
2452,12402,20.85,DISCOUNT-Zgkl
2453,12407,89.43,DISCOUNT-qNuZ
2454,12413,18.57,DISCOUNT-WCEf
2455,12419,32.07,DISCOUNT-Zmfp
2456,12423,7.44,DISCOUNT-ECgn
2457,12426,68.27,DISCOUNT-tfgM
2458,12445,75.05,DISCOUNT-BfOx
2459,12450,17.51,DISCOUNT-obtT
2460,12451,43.33,DISCOUNT-yTrV
2461,12453,49.77,DISCOUNT-kXNG
2462,12470,69.13,DISCOUNT-OAEc
2463,12472,65.6,DISCOUNT-QONO
2464,12476,66.07,DISCOUNT-bjXA
2465,12480,35.53,DISCOUNT-Nrcb
2466,12482,15.39,DISCOUNT-bcUQ
2467,12495,85.86,DISCOUNT-LOsF
2468,12496,11.94,DISCOUNT-vzIN
2469,12499,6.87,DISCOUNT-Vhfg
2470,12507,44.81,DISCOUNT-WLCl
2471,12510,59.19,DISCOUNT-YLZo
2472,12513,68.78,DISCOUNT-yvsl
2473,12514,78.81,DISCOUNT-fSHl
2474,12524,63.13,DISCOUNT-ETHk
2475,12525,19.7,DISCOUNT-dfxN
2476,12533,59.52,DISCOUNT-yrCm
2477,12539,89.46,DISCOUNT-iAwI
2478,12543,19.1,DISCOUNT-OTdi
2479,12554,45.41,DISCOUNT-aVHJ
2480,12558,92.02,DISCOUNT-ZroD
2481,12559,69.39,DISCOUNT-yyDO
2482,12562,88.96,DISCOUNT-jFoj
2483,12564,12.03,DISCOUNT-WhtO
2484,12577,38.16,DISCOUNT-JwoU
2485,12586,19.41,DISCOUNT-oVav
2486,12618,98.35,DISCOUNT-Dfpq
2487,12622,95.51,DISCOUNT-QtaF
2488,12626,24.59,DISCOUNT-KHdw
2489,12634,11.72,DISCOUNT-CufS
2490,12658,25.55,DISCOUNT-kZpY
2491,12662,8.6,DISCOUNT-VBXa
2492,12667,24.55,DISCOUNT-PvOF
2493,12680,40.08,DISCOUNT-vOFs
2494,12683,65.91,DISCOUNT-bMWz
2495,12691,27.38,DISCOUNT-UWKl
2496,12695,80.48,DISCOUNT-hIvC
2497,12697,88.59,DISCOUNT-tkxb
2498,12699,97.86,DISCOUNT-bCdZ
2499,12720,64.9,DISCOUNT-guGW
2500,12721,28.09,DISCOUNT-NZvH
2501,12727,71.97,DISCOUNT-FOkk
2502,12745,79.07,DISCOUNT-ZkEx
2503,12755,63.2,DISCOUNT-xcAq
2504,12764,95.15,DISCOUNT-IPdS
2505,12769,16.53,DISCOUNT-kJBM
2506,12782,33.56,DISCOUNT-xekI
2507,12784,29.46,DISCOUNT-Gctj
2508,12786,96.78,DISCOUNT-GpNC
2509,12791,80.76,DISCOUNT-oZdO
2510,12795,71.74,DISCOUNT-nsLC
2511,12797,79.59,DISCOUNT-XrPh
2512,12802,23.26,DISCOUNT-EaiY
2513,12807,67.85,DISCOUNT-TTtG
2514,12813,75.77,DISCOUNT-WUGR
2515,12814,51.41,DISCOUNT-QBAr
2516,12819,15.62,DISCOUNT-lunj
2517,12820,12.09,DISCOUNT-WPHP
2518,12821,10.43,DISCOUNT-UQvf
2519,12832,36.59,DISCOUNT-wAno
2520,12836,78.23,DISCOUNT-DimV
2521,12837,75.11,DISCOUNT-UqlQ
2522,12846,50.99,DISCOUNT-ywSV
2523,12849,83.44,DISCOUNT-sZly
2524,12852,57.13,DISCOUNT-lzQz
2525,12859,46.11,DISCOUNT-Qmgv
2526,12861,16.69,DISCOUNT-jaLl
2527,12868,74.15,DISCOUNT-zsAl
2528,12873,10.03,DISCOUNT-xfDP
2529,12874,80.87,DISCOUNT-MReh
2530,12875,17.39,DISCOUNT-BtrX
2531,12894,35.06,DISCOUNT-eqnl
2532,12904,47.02,DISCOUNT-PcaW
2533,12922,46.1,DISCOUNT-qbla
2534,12923,70.51,DISCOUNT-bINY
2535,12927,32.13,DISCOUNT-ZREr
2536,12939,86.9,DISCOUNT-srlM
2537,12940,43.42,DISCOUNT-EWzq
2538,12943,31.05,DISCOUNT-yqVM
2539,12944,64.46,DISCOUNT-IoZe
2540,12956,85.17,DISCOUNT-rVCs
2541,12958,78.22,DISCOUNT-iVHk
2542,12959,81.98,DISCOUNT-rqVD
2543,12961,99.43,DISCOUNT-kpmO
2544,12962,21.14,DISCOUNT-pmzo
2545,12967,25.78,DISCOUNT-havr
2546,12970,24.16,DISCOUNT-OcyA
2547,12974,96.1,DISCOUNT-lMXV
2548,12977,66.88,DISCOUNT-Vidj
2549,12978,9.67,DISCOUNT-mBiV
2550,12981,69.21,DISCOUNT-MKWf
2551,12982,86.29,DISCOUNT-MXjn
2552,12992,84.97,DISCOUNT-NQqF
2553,12996,5.12,DISCOUNT-KaEX
2554,13000,65.09,DISCOUNT-tRoO
2555,13004,67.16,DISCOUNT-tVUd
2556,13012,60.69,DISCOUNT-VACh
2557,13014,45.14,DISCOUNT-IRvR
2558,13018,22.58,DISCOUNT-zZyo
2559,13021,97.92,DISCOUNT-DmID
2560,13023,29.91,DISCOUNT-eMNN
2561,13026,52.13,DISCOUNT-KQHm
2562,13028,80.7,DISCOUNT-NVvM
2563,13029,92.37,DISCOUNT-AMnC
2564,13041,88.16,DISCOUNT-knva
2565,13043,35.92,DISCOUNT-SmvD
2566,13044,25.84,DISCOUNT-xpBg
2567,13064,23.21,DISCOUNT-BLiT
2568,13066,36.98,DISCOUNT-yLCI
2569,13083,12.38,DISCOUNT-xlco
2570,13099,58.45,DISCOUNT-RcHw
2571,13113,63.86,DISCOUNT-PXJW
2572,13114,61.5,DISCOUNT-vfwA
2573,13117,66.26,DISCOUNT-XKmY
2574,13119,30.56,DISCOUNT-NZHq
2575,13133,18.46,DISCOUNT-rewU
2576,13156,58.78,DISCOUNT-BDKW
2577,13177,21.45,DISCOUNT-uZfr
2578,13182,93.1,DISCOUNT-JIEK
2579,13186,81.12,DISCOUNT-HZyj
2580,13190,71.54,DISCOUNT-WUlZ
2581,13192,38.22,DISCOUNT-TiOP
2582,13201,38.46,DISCOUNT-UDnp
2583,13202,30.77,DISCOUNT-ilAx
2584,13203,85.53,DISCOUNT-nYSw
2585,13210,28.4,DISCOUNT-Hnpw
2586,13215,8.45,DISCOUNT-ADdh
2587,13216,17.07,DISCOUNT-yiNJ
2588,13220,28.01,DISCOUNT-OyyJ
2589,13221,77.35,DISCOUNT-eorI
2590,13227,64.04,DISCOUNT-NQiH
2591,13235,78.22,DISCOUNT-HPQu
2592,13237,28.17,DISCOUNT-CjYu
2593,13240,26.9,DISCOUNT-Qrgk
2594,13245,8.11,DISCOUNT-jiQi
2595,13246,36.95,DISCOUNT-qKsS
2596,13252,77.22,DISCOUNT-VcNu
2597,13253,41.42,DISCOUNT-WCVF
2598,13255,8.43,DISCOUNT-xdEN
2599,13259,15.18,DISCOUNT-tBzx
2600,13263,50.59,DISCOUNT-oheA
2601,13269,45.52,DISCOUNT-SrEE
2602,13271,16.74,DISCOUNT-ebfy
2603,13276,98.71,DISCOUNT-UpXA
2604,13277,43.82,DISCOUNT-BTRJ
2605,13279,28.25,DISCOUNT-zhfr
2606,13284,57.27,DISCOUNT-iuck
2607,13288,59.13,DISCOUNT-xnad
2608,13294,76.93,DISCOUNT-xlcU
2609,13296,29.41,DISCOUNT-FNKV
2610,13302,84.24,DISCOUNT-hBNY
2611,13305,26.29,DISCOUNT-tMNI
2612,13313,98.76,DISCOUNT-vMif
2613,13319,80.48,DISCOUNT-gnAG
2614,13322,42.61,DISCOUNT-oGhv
2615,13329,92.28,DISCOUNT-dCJk
2616,13339,94.22,DISCOUNT-AgBy
2617,13343,78.2,DISCOUNT-Zdkt
2618,13351,59.83,DISCOUNT-tqmi
2619,13353,51.32,DISCOUNT-KMAs
2620,13354,63.94,DISCOUNT-FCfC
2621,13360,68.89,DISCOUNT-CCLz
2622,13362,72.62,DISCOUNT-aFXB
2623,13365,70.38,DISCOUNT-tkHG
2624,13371,67.98,DISCOUNT-knBl
2625,13378,14.9,DISCOUNT-Lpsn
2626,13379,83.04,DISCOUNT-GHXq
2627,13388,49.83,DISCOUNT-jaGO
2628,13390,35.19,DISCOUNT-IGFZ
2629,13392,49.49,DISCOUNT-hFwq
2630,13395,45.86,DISCOUNT-ZdBU
2631,13398,69.62,DISCOUNT-rHMu
2632,13400,15.77,DISCOUNT-vYbc
2633,13404,53.83,DISCOUNT-wEbD
2634,13408,12.91,DISCOUNT-HYwy
2635,13413,69.5,DISCOUNT-LcFd
2636,13415,23.88,DISCOUNT-cHNO
2637,13417,90.82,DISCOUNT-ucbk
2638,13429,98.77,DISCOUNT-nvGF
2639,13434,33.07,DISCOUNT-AOiy
2640,13444,67.96,DISCOUNT-rIcN
2641,13445,33.02,DISCOUNT-AybG
2642,13449,13.59,DISCOUNT-ZKiG
2643,13457,46.26,DISCOUNT-lvNX
2644,13467,37.44,DISCOUNT-mgbq
2645,13476,29.8,DISCOUNT-Uaga
2646,13479,87.19,DISCOUNT-JOaf
2647,13483,50.25,DISCOUNT-besU
2648,13484,9.04,DISCOUNT-RDyS
2649,13490,74.59,DISCOUNT-mTiz
2650,13493,92.83,DISCOUNT-RNPm
2651,13494,79.15,DISCOUNT-xEab
2652,13503,93.25,DISCOUNT-lpoB
2653,13513,21.25,DISCOUNT-HyWF
2654,13522,71.34,DISCOUNT-YMYO
2655,13523,38.08,DISCOUNT-erWc
2656,13524,95.7,DISCOUNT-FgVm
2657,13525,86.32,DISCOUNT-iwhG
2658,13529,64.53,DISCOUNT-SbqY
2659,13548,41.32,DISCOUNT-LWzT
2660,13551,90.64,DISCOUNT-RThV
2661,13553,98.36,DISCOUNT-qAlO
2662,13559,25.72,DISCOUNT-tySh
2663,13560,90.61,DISCOUNT-xmIH
2664,13570,16.17,DISCOUNT-fXSV
2665,13571,89.85,DISCOUNT-eAUx
2666,13586,45.14,DISCOUNT-mtxR
2667,13594,97.67,DISCOUNT-dcbp
2668,13603,92.22,DISCOUNT-KvbQ
2669,13604,44.26,DISCOUNT-Gudk
2670,13605,59.02,DISCOUNT-lrtg
2671,13608,38.91,DISCOUNT-lxxJ
2672,13613,27.71,DISCOUNT-pckF
2673,13623,11.87,DISCOUNT-KuTo
2674,13624,95.47,DISCOUNT-xZrO
2675,13627,70.94,DISCOUNT-VaQs
2676,13630,63.5,DISCOUNT-kjzy
2677,13641,97.78,DISCOUNT-RjVW
2678,13643,33.69,DISCOUNT-Dtbz
2679,13653,65.05,DISCOUNT-flSJ
2680,13654,67.85,DISCOUNT-wxDr
2681,13660,94.2,DISCOUNT-eFzA
2682,13661,94.19,DISCOUNT-fkDR
2683,13665,87.71,DISCOUNT-TxfY
2684,13666,34.32,DISCOUNT-TJgd
2685,13669,12.31,DISCOUNT-WIoV
2686,13673,54.9,DISCOUNT-DYbE
2687,13677,44.19,DISCOUNT-CqQV
2688,13678,29.43,DISCOUNT-NyPX
2689,13680,87.76,DISCOUNT-wZkS
2690,13700,98.32,DISCOUNT-nnlV
2691,13703,31.01,DISCOUNT-eShF
2692,13706,48.95,DISCOUNT-UJhu
2693,13709,9.63,DISCOUNT-SSUI
2694,13719,93.32,DISCOUNT-NwZC
2695,13724,25.06,DISCOUNT-AoPd
2696,13736,22.5,DISCOUNT-xyKW
2697,13738,34.88,DISCOUNT-ITRs
2698,13739,67.44,DISCOUNT-dIDm
2699,13749,45.99,DISCOUNT-iHfm
2700,13754,26.5,DISCOUNT-QGmi
2701,13785,49.83,DISCOUNT-WjJA
2702,13790,63.88,DISCOUNT-lVQN
2703,13796,7.24,DISCOUNT-wXjZ
2704,13802,55.86,DISCOUNT-EKXY
2705,13818,5.68,DISCOUNT-zRvL
2706,13819,5.19,DISCOUNT-qdgs
2707,13822,40.92,DISCOUNT-LCiP
2708,13824,77.81,DISCOUNT-SfUr
2709,13833,99.24,DISCOUNT-WnwK
2710,13844,82.18,DISCOUNT-lizm
2711,13854,6.68,DISCOUNT-HMeJ
2712,13855,51.35,DISCOUNT-ZmgU
2713,13856,24.64,DISCOUNT-HcBy
2714,13860,65.35,DISCOUNT-bjKq
2715,13878,78.69,DISCOUNT-MQPk
2716,13880,45.15,DISCOUNT-fYYS
2717,13885,80.55,DISCOUNT-TALr
2718,13897,56.34,DISCOUNT-OBHD
2719,13903,78.72,DISCOUNT-YpmG
2720,13908,37.09,DISCOUNT-SbMs
2721,13914,19.43,DISCOUNT-QeMr
2722,13926,15.69,DISCOUNT-ikrt
2723,13933,29.15,DISCOUNT-Jygh
2724,13937,76.41,DISCOUNT-OCei
2725,13944,79.7,DISCOUNT-DlFy
2726,13945,53.42,DISCOUNT-uCbW
2727,13951,73.43,DISCOUNT-tNvv
2728,13954,71.39,DISCOUNT-Bvpy
2729,13956,58.13,DISCOUNT-odOi
2730,13957,57.05,DISCOUNT-pugG
2731,13960,35.06,DISCOUNT-rNOz
2732,13961,6.06,DISCOUNT-PsGT
2733,13962,93.79,DISCOUNT-jFCg
2734,13966,99.86,DISCOUNT-LDsl
2735,13968,36.18,DISCOUNT-GjUt
2736,13970,91.58,DISCOUNT-PqbT
2737,13974,61.81,DISCOUNT-LtZq
2738,13980,52.25,DISCOUNT-rXgq
2739,13981,12.55,DISCOUNT-AfYY
2740,13983,99.17,DISCOUNT-NZJC
2741,13986,58.77,DISCOUNT-ytcp
2742,13992,8.71,DISCOUNT-Wben
2743,14002,89.1,DISCOUNT-UzoB
2744,14003,10.88,DISCOUNT-uqkn
2745,14007,91.78,DISCOUNT-AFjU
2746,14017,64.58,DISCOUNT-WdWf
2747,14024,97.25,DISCOUNT-FJIO
2748,14036,38.28,DISCOUNT-wKna
2749,14037,41.11,DISCOUNT-jbgO
2750,14038,68.99,DISCOUNT-RDDn
2751,14044,33.25,DISCOUNT-fRCk
2752,14049,25.06,DISCOUNT-FZhL
2753,14059,94.8,DISCOUNT-HhXC
2754,14064,92.33,DISCOUNT-twLE
2755,14070,10.49,DISCOUNT-nyaz
2756,14074,59.29,DISCOUNT-SSBC
2757,14075,52.05,DISCOUNT-wxWz
2758,14080,80.05,DISCOUNT-DrPS
2759,14084,93.88,DISCOUNT-rRsc
2760,14085,83.28,DISCOUNT-GXVR
2761,14087,54.25,DISCOUNT-OLJe
2762,14092,22.43,DISCOUNT-QLsa
2763,14109,34.01,DISCOUNT-tWmZ
2764,14113,23.57,DISCOUNT-ETAy
2765,14119,45.66,DISCOUNT-UphF
2766,14120,95.24,DISCOUNT-DGpS
2767,14129,79.05,DISCOUNT-gnbW
2768,14130,26.26,DISCOUNT-jnEb
2769,14131,73.0,DISCOUNT-jfhz
2770,14140,82.87,DISCOUNT-FlKs
2771,14151,42.96,DISCOUNT-Yqse
2772,14152,88.63,DISCOUNT-iBAT
2773,14157,73.65,DISCOUNT-nIAR
2774,14159,29.16,DISCOUNT-zryj
2775,14168,27.59,DISCOUNT-ArUE
2776,14169,34.27,DISCOUNT-PJeZ
2777,14173,22.12,DISCOUNT-dNPr
2778,14181,47.06,DISCOUNT-gbBg
2779,14185,64.89,DISCOUNT-ugFI
2780,14189,46.47,DISCOUNT-MsLu
2781,14193,35.17,DISCOUNT-HttD
2782,14197,39.29,DISCOUNT-lFdV
2783,14201,23.49,DISCOUNT-nLFZ
2784,14216,39.41,DISCOUNT-UWxu
2785,14225,96.58,DISCOUNT-rKzP
2786,14230,79.63,DISCOUNT-EQFC
2787,14250,68.36,DISCOUNT-Zwqm
2788,14252,55.61,DISCOUNT-wXHz
2789,14256,97.89,DISCOUNT-OChh
2790,14257,12.46,DISCOUNT-xNgC
2791,14258,8.05,DISCOUNT-yirJ
2792,14265,33.15,DISCOUNT-eKWN
2793,14268,29.97,DISCOUNT-iUDk
2794,14269,29.07,DISCOUNT-CJGf
2795,14275,21.54,DISCOUNT-uuyJ
2796,14276,76.05,DISCOUNT-emmN
2797,14277,88.48,DISCOUNT-uNXk
2798,14279,68.12,DISCOUNT-ODxu
2799,14280,44.35,DISCOUNT-rYzV
2800,14282,50.41,DISCOUNT-xiMY
2801,14289,14.52,DISCOUNT-swBQ
2802,14292,69.65,DISCOUNT-Tzmx
2803,14294,71.03,DISCOUNT-MHYG
2804,14296,93.47,DISCOUNT-apSR
2805,14297,90.09,DISCOUNT-LypX
2806,14312,88.3,DISCOUNT-vshg
2807,14322,13.01,DISCOUNT-iGIe
2808,14324,26.61,DISCOUNT-VWLh
2809,14332,89.97,DISCOUNT-yeGw
2810,14342,68.67,DISCOUNT-iSvl
2811,14358,93.14,DISCOUNT-WWPf
2812,14370,92.77,DISCOUNT-yVRW
2813,14377,32.04,DISCOUNT-JIGO
2814,14383,74.0,DISCOUNT-WUlF
2815,14390,67.93,DISCOUNT-OWZd
2816,14391,31.58,DISCOUNT-ktvC
2817,14393,85.75,DISCOUNT-koeU
2818,14396,72.42,DISCOUNT-VeNZ
2819,14402,89.71,DISCOUNT-uexH
2820,14403,22.26,DISCOUNT-opim
2821,14405,59.99,DISCOUNT-sIxQ
2822,14406,77.09,DISCOUNT-gohw
2823,14409,66.0,DISCOUNT-iNjH
2824,14411,63.65,DISCOUNT-MfMC
2825,14416,80.92,DISCOUNT-OqvS
2826,14429,58.19,DISCOUNT-jLaq
2827,14433,9.01,DISCOUNT-mRXM
2828,14435,57.98,DISCOUNT-uCMJ
2829,14437,16.65,DISCOUNT-hBRS
2830,14443,26.99,DISCOUNT-BRls
2831,14446,73.69,DISCOUNT-kFNe
2832,14459,64.96,DISCOUNT-tKpf
2833,14465,90.88,DISCOUNT-mbmh
2834,14480,88.96,DISCOUNT-wLwx
2835,14483,96.09,DISCOUNT-mmUq
2836,14485,40.49,DISCOUNT-YGXy
2837,14491,45.71,DISCOUNT-AORf
2838,14493,84.94,DISCOUNT-AjYq
2839,14496,19.29,DISCOUNT-eUDw
2840,14504,26.09,DISCOUNT-sQOo
2841,14509,86.29,DISCOUNT-BHig
2842,14519,99.5,DISCOUNT-STrc
2843,14522,43.95,DISCOUNT-qdJd
2844,14533,97.71,DISCOUNT-WMNG
2845,14535,77.74,DISCOUNT-TwyW
2846,14541,35.12,DISCOUNT-ixYP
2847,14548,15.02,DISCOUNT-mHmh
2848,14549,11.35,DISCOUNT-hYrg
2849,14553,88.2,DISCOUNT-kzOi
2850,14554,54.65,DISCOUNT-mfVA
2851,14556,56.36,DISCOUNT-buRv
2852,14557,9.63,DISCOUNT-EryP
2853,14562,26.85,DISCOUNT-Yugt
2854,14577,97.79,DISCOUNT-tuNb
2855,14578,12.57,DISCOUNT-JIXe
2856,14579,94.86,DISCOUNT-gHHz
2857,14598,98.3,DISCOUNT-GFQk
2858,14599,9.37,DISCOUNT-krrX
2859,14602,77.25,DISCOUNT-fAUn
2860,14606,21.19,DISCOUNT-OiGi
2861,14624,20.29,DISCOUNT-wPqt
2862,14625,14.4,DISCOUNT-FsvW
2863,14628,35.1,DISCOUNT-BRmM
2864,14630,31.91,DISCOUNT-oVDe
2865,14634,31.72,DISCOUNT-FrSW
2866,14638,17.55,DISCOUNT-ybRo
2867,14645,41.27,DISCOUNT-NRbS
2868,14666,48.33,DISCOUNT-xCju
2869,14667,98.62,DISCOUNT-Eebq
2870,14671,50.36,DISCOUNT-mtey
2871,14678,32.66,DISCOUNT-pMUT
2872,14688,9.41,DISCOUNT-mxLz
2873,14692,89.84,DISCOUNT-WaLq
2874,14694,50.1,DISCOUNT-NEbD
2875,14697,52.3,DISCOUNT-PMVl
2876,14700,76.34,DISCOUNT-wJTW
2877,14705,63.58,DISCOUNT-LWpa
2878,14710,40.05,DISCOUNT-WQlc
2879,14732,32.97,DISCOUNT-yrxO
2880,14734,90.64,DISCOUNT-nMir
2881,14735,45.34,DISCOUNT-SAIT
2882,14737,76.84,DISCOUNT-eSkn
2883,14742,21.41,DISCOUNT-mWqj
2884,14745,78.12,DISCOUNT-pgSF
2885,14749,33.21,DISCOUNT-MprT
2886,14753,25.01,DISCOUNT-bcNx
2887,14755,10.91,DISCOUNT-IHjx
2888,14763,86.09,DISCOUNT-yDUm
2889,14765,25.78,DISCOUNT-xpay
2890,14769,35.37,DISCOUNT-cpTE
2891,14774,71.5,DISCOUNT-YRwB
2892,14775,52.24,DISCOUNT-VUQV
2893,14782,37.68,DISCOUNT-qUuz
2894,14804,33.21,DISCOUNT-Woij
2895,14807,44.12,DISCOUNT-cXBa
2896,14809,86.85,DISCOUNT-ZcRr
2897,14811,56.3,DISCOUNT-QoYO
2898,14812,51.15,DISCOUNT-tKxr
2899,14821,29.49,DISCOUNT-rpiS
2900,14823,43.54,DISCOUNT-GoCX
2901,14825,71.51,DISCOUNT-HDOo
2902,14828,17.71,DISCOUNT-EOUt
2903,14838,70.06,DISCOUNT-GEOr
2904,14839,58.54,DISCOUNT-zCCK
2905,14842,97.99,DISCOUNT-bQUf
2906,14844,7.39,DISCOUNT-GLcw
2907,14853,7.43,DISCOUNT-MTxI
2908,14855,7.91,DISCOUNT-BPXo
2909,14862,15.53,DISCOUNT-BvrO
2910,14870,96.88,DISCOUNT-kuVO
2911,14873,46.2,DISCOUNT-kRVe
2912,14874,26.93,DISCOUNT-uVil
2913,14876,57.82,DISCOUNT-rSNZ
2914,14887,30.37,DISCOUNT-uJMM
2915,14889,95.34,DISCOUNT-bDAz
2916,14897,69.05,DISCOUNT-zrVR
2917,14900,57.92,DISCOUNT-idGh
2918,14901,57.68,DISCOUNT-iaOT
2919,14906,22.11,DISCOUNT-oymq
2920,14907,65.99,DISCOUNT-SjNA
2921,14912,74.13,DISCOUNT-Pxbh
2922,14915,51.41,DISCOUNT-UTiB
2923,14920,44.56,DISCOUNT-zagv
2924,14922,73.32,DISCOUNT-ARYo
2925,14927,47.05,DISCOUNT-IxGz
2926,14933,65.96,DISCOUNT-rZSS
2927,14935,13.25,DISCOUNT-Qgwz
2928,14937,68.0,DISCOUNT-REHc
2929,14950,73.46,DISCOUNT-twyn
2930,14954,47.32,DISCOUNT-mkYX
2931,14956,61.67,DISCOUNT-fHly
2932,14958,22.95,DISCOUNT-bhiT
2933,14964,66.04,DISCOUNT-YCfz
2934,14973,20.93,DISCOUNT-vCzm
2935,14990,76.5,DISCOUNT-mZoT
2936,14995,47.82,DISCOUNT-ocJk
2937,14996,99.3,DISCOUNT-ghmV
2938,15003,74.64,DISCOUNT-sOrf
2939,15015,90.22,DISCOUNT-JDPc
2940,15035,96.02,DISCOUNT-ZWUq
2941,15037,75.36,DISCOUNT-XaOx
2942,15038,38.63,DISCOUNT-xoLo
2943,15039,68.0,DISCOUNT-SOHl
2944,15040,57.18,DISCOUNT-MXZM
2945,15043,93.96,DISCOUNT-jMiZ
2946,15048,46.59,DISCOUNT-WDmZ
2947,15050,39.79,DISCOUNT-oNWD
2948,15052,55.07,DISCOUNT-dYTd
2949,15058,83.41,DISCOUNT-Pjrb
2950,15081,83.73,DISCOUNT-yFAE
2951,15084,60.81,DISCOUNT-npfO
2952,15087,31.7,DISCOUNT-asRA
2953,15093,44.17,DISCOUNT-TyXR
2954,15098,39.96,DISCOUNT-Mlzj
2955,15100,92.96,DISCOUNT-kJBG
2956,15102,93.31,DISCOUNT-ihJJ
2957,15119,56.08,DISCOUNT-nnzS
2958,15137,87.64,DISCOUNT-Ayki
2959,15144,73.81,DISCOUNT-MRrv
2960,15149,10.29,DISCOUNT-IWOH
2961,15152,61.13,DISCOUNT-ScCB
2962,15153,51.62,DISCOUNT-NlMu
2963,15165,13.08,DISCOUNT-vDqp
2964,15168,90.9,DISCOUNT-oxUz
2965,15175,11.97,DISCOUNT-ALiD
2966,15183,79.58,DISCOUNT-bGqe
2967,15188,7.38,DISCOUNT-OImk
2968,15199,70.57,DISCOUNT-AvBl
2969,15207,41.56,DISCOUNT-WnnW
2970,15208,28.22,DISCOUNT-CLLV
2971,15218,76.44,DISCOUNT-JQSo
2972,15227,90.09,DISCOUNT-YXPN
2973,15228,40.59,DISCOUNT-cTcF
2974,15238,12.74,DISCOUNT-fJrK
2975,15240,82.41,DISCOUNT-pzue
2976,15243,34.94,DISCOUNT-Xkaz
2977,15245,49.79,DISCOUNT-vZGz
2978,15246,26.72,DISCOUNT-ilaF
2979,15247,67.28,DISCOUNT-Pdtv
2980,15251,36.82,DISCOUNT-Whnq
2981,15253,53.62,DISCOUNT-PfFa
2982,15255,96.63,DISCOUNT-qjGm
2983,15259,34.03,DISCOUNT-PzhL
2984,15270,77.6,DISCOUNT-XdZX
2985,15271,42.03,DISCOUNT-icyz
2986,15280,15.57,DISCOUNT-WiFF
2987,15286,43.21,DISCOUNT-RCvD
2988,15290,47.52,DISCOUNT-lmXA
2989,15299,9.76,DISCOUNT-znQu
2990,15318,83.47,DISCOUNT-DCFf
2991,15319,87.6,DISCOUNT-XBfq
2992,15323,37.77,DISCOUNT-rtAD
2993,15324,25.3,DISCOUNT-rWHZ
2994,15332,64.81,DISCOUNT-KDNV
2995,15336,97.79,DISCOUNT-whHA
2996,15338,89.56,DISCOUNT-qpdZ
2997,15341,69.05,DISCOUNT-MKLF
2998,15346,85.49,DISCOUNT-NKAF
2999,15351,73.21,DISCOUNT-Pykc
3000,15354,7.36,DISCOUNT-NtNJ
3001,15360,93.33,DISCOUNT-exnZ
3002,15376,48.57,DISCOUNT-hPiQ
3003,15380,71.42,DISCOUNT-TPBe
